POS,Player,Ov,Runs,Wkts,Dots,Econ,SR,Against,Venue,Match Date,Year
124,Dwayne Bravo,3,16,1,9,5.33,18.0,DEC,Supersport Park,2009-05-06,2009
125,Piyush Chawla,3,16,0,10,5.33,0.0,DC,OUTsurance Oval,2009-05-15,2009
126,Amit Singh,3,19,1,11,5.42,21.0,KKR,Kingsmead,2009-05-20,2009
127,Shadab Jakati,4,22,4,10,5.5,6.0,DEC,Buffalo Park,2009-05-04,2009
128,Yuvraj Singh,4,22,3,13,5.5,8.0,RCB,Kingsmead,2009-05-01,2009
129,Ramesh Powar,2,11,2,7,5.5,6.0,DEC,New Wanderers Stadium,2009-05-17,2009
130,Muttiah Muralitharan,4,22,2,12,5.5,12.0,RR,De Beers Diamond Oval,2009-05-09,2009
131,Irfan Pathan,4,22,2,8,5.5,12.0,DC,OUTsurance Oval,2009-05-15,2009
132,Pragyan Ojha,2,11,2,4,5.5,6.0,CSK,Kingsmead,2009-04-27,2009
133,Piyush Chawla,4,22,2,10,5.5,12.0,RR,Newlands,2009-04-26,2009
134,Muttiah Muralitharan,4,22,1,10,5.5,24.0,DC,New Wanderers Stadium,2009-05-02,2009
135,Ravindra Jadeja,4,22,1,9,5.5,24.0,DEC,St George's Park,2009-05-02,2009
136,Suresh Raina,4,22,1,7,5.5,24.0,MI,St George's Park,2009-05-16,2009
137,Suresh Raina,2,11,1,5,5.5,12.0,RR,Supersport Park,2009-04-30,2009
138,RP Singh,4,22,1,14,5.5,24.0,RR,De Beers Diamond Oval,2009-05-11,2009
139,Anil Kumble,4,22,0,7,5.5,0.0,DC,St George's Park,2009-04-26,2009
140,Sachin Tendulkar,2,11,0,1,5.5,0.0,KKR,St George's Park,2009-04-27,2009
141,Karan Goel,2,11,0,4,5.5,0.0,MI,Kingsmead,2009-04-29,2009
142,Yusuf Pathan,3,17,2,9,5.66,9.0,CSK,Supersport Park,2009-04-30,2009
143,Roelof van der Merwe,3,17,1,7,5.66,18.0,MI,St George's Park,2009-05-10,2009
144,JP Duminy,3,17,0,7,5.66,0.0,RR,Kingsmead,2009-05-14,2009
145,Munaf Patel,3,22,2,13,5.73,11.5,MI,Kingsmead,2009-05-14,2009
146,Harmeet Singh Bansal,4,23,2,12,5.75,12.0,RCB,New Wanderers Stadium,2009-05-24,2009
147,Anil Kumble,4,23,2,12,5.75,12.0,DEC,Supersport Park,2009-05-21,2009
148,Ishant Sharma,4,23,2,11,5.75,12.0,KKR,New Wanderers Stadium,2009-05-10,2009
149,Ishant Sharma,4,23,2,11,5.75,12.0,DC,New Wanderers Stadium,2009-05-10,2009
150,Shanthakumaran Sreesanth,4,23,2,13,5.75,12.0,CSK,Kingsmead,2009-05-20,2009
1,Jacques Kallis,2,3,2,9,1.5,6.0,DEC,DY Patil Stadium,2010-04-24,2010
2,Yusuf Pathan,2,3,0,9,1.5,0.0,DEC,Vidarbha Cricket Association Stadium,2010-04-05,2010
3,Anil Kumble,3,9,3,13,2.34,7.66,RR,M. Chinnaswamy Stadium,2010-03-18,2010
4,Dirk Nannes,4,12,2,18,3.0,12.0,PBKS,IS Bindra Stadium,2010-03-13,2010
5,Albie Morkel,2,6,1,9,3.0,12.0,KKR,Eden Gardens,2010-03-16,2010
6,Doug Bollinger,4,13,4,17,3.25,6.0,DEC,DY Patil Stadium,2010-04-22,2010
7,Ravichandran Ashwin,4,13,2,18,3.25,12.0,DEC,Vidarbha Cricket Association Stadium,2010-04-10,2010
8,Amit Mishra,4,13,1,13,3.25,24.0,CSK,Chidambaram,2010-04-15,2010
9,Lasith Malinga,3,12,3,13,3.27,7.33,DEC,DY Patil Stadium,2010-03-28,2010
10,Ravichandran Ashwin,4,14,1,15,3.5,24.0,DEC,DY Patil Stadium,2010-04-22,2010
11,Yuvraj Singh,4,14,1,11,3.5,24.0,DC,Arun Jaitley Stadium,2010-04-11,2010
12,Dwayne Bravo,2,7,0,6,3.5,0.0,KKR,Eden Gardens,2010-04-19,2010
13,Dale Steyn,3,11,1,15,3.66,18.0,DEC,DY Patil Stadium,2010-04-24,2010
14,Yuvraj Singh,3,11,0,7,3.66,0.0,DC,IS Bindra Stadium,2010-03-13,2010
15,Doug Bollinger,4,15,2,17,3.75,12.0,KKR,Chidambaram,2010-04-13,2010
16,Doug Bollinger,4,15,2,14,3.75,12.0,RR,Chidambaram,2010-04-03,2010
17,Amit Mishra,4,15,1,11,3.75,24.0,PBKS,Arun Jaitley Stadium,2010-04-11,2010
18,Dale Steyn,4,15,1,16,3.75,24.0,RR,Sawai Mansingh Stadium,2010-04-14,2010
19,Anil Kumble,4,15,1,11,3.75,24.0,CSK,M. Chinnaswamy Stadium,2010-03-23,2010
20,Shane Warne,4,15,1,11,3.75,24.0,DEC,Narendra Modi Stadium,2010-03-26,2010
21,Kieron Pollard,4,15,0,10,3.75,0.0,DC,Brabourne Stadium,2010-04-13,2010
22,Lakshmipathy Balaji,2,9,2,8,3.85,7.0,KKR,Eden Gardens,2010-03-16,2010
23,JM Kemp,3,12,3,8,4.0,6.0,KKR,Eden Gardens,2010-03-16,2010
24,Muttiah Muralitharan,4,16,3,15,4.0,8.0,PBKS,Chidambaram,2010-03-21,2010
25,Ravichandran Ashwin,4,16,3,15,4.0,8.0,KKR,Chidambaram,2010-04-13,2010
26,Pragyan Ojha,4,16,2,11,4.0,12.0,DC,Arun Jaitley Stadium,2010-04-18,2010
27,Piyush Chawla,4,16,2,14,4.0,12.0,DC,Arun Jaitley Stadium,2010-04-11,2010
28,Muttiah Muralitharan,4,16,1,12,4.0,24.0,KKR,Eden Gardens,2010-03-16,2010
29,Muttiah Muralitharan,4,16,1,13,4.0,24.0,DEC,DY Patil Stadium,2010-04-22,2010
30,Praveen Kumar,4,16,1,12,4.0,24.0,KKR,Eden Gardens,2010-03-14,2010
31,Amit Mishra,3,12,1,10,4.0,18.0,DEC,Barabati Stadium,2010-03-21,2010
32,Anil Kumble,4,16,1,11,4.0,24.0,CSK,Chidambaram,2010-03-31,2010
33,Ashish Nehra,2,8,0,6,4.0,0.0,PBKS,Arun Jaitley Stadium,2010-04-11,2010
34,Andrew Symonds,2,8,0,5,4.0,0.0,DC,Arun Jaitley Stadium,2010-04-18,2010
35,Kieron Pollard,4,17,3,10,4.25,8.0,RCB,DY Patil Stadium,2010-04-21,2010
36,RP Singh,4,17,3,13,4.25,8.0,RR,Vidarbha Cricket Association Stadium,2010-04-05,2010
37,Zaheer Khan,4,17,2,14,4.25,12.0,RR,Sawai Mansingh Stadium,2010-04-11,2010
38,Sanath Jayasuriya,4,17,2,16,4.25,12.0,DC,Arun Jaitley Stadium,2010-03-17,2010
39,Shadab Jakati,4,17,2,14,4.25,12.0,RCB,Chidambaram,2010-03-31,2010
40,Juan Theron,4,17,2,12,4.25,12.0,CSK,Chidambaram,2010-03-21,2010
41,Harbhajan Singh,4,17,1,7,4.25,24.0,KKR,Brabourne Stadium,2010-03-22,2010
42,Nayan Doshi,4,17,1,14,4.25,24.0,DEC,DY Patil Stadium,2010-04-24,2010
43,Muttiah Muralitharan,4,17,1,9,4.25,24.0,MI,DY Patil Stadium,2010-04-25,2010
44,Anil Kumble,4,17,1,14,4.25,24.0,KKR,M. Chinnaswamy Stadium,2010-04-10,2010
45,MF Maharoof,3,13,2,13,4.33,9.0,RR,Arun Jaitley Stadium,2010-03-31,2010
46,Praveen Kumar,4,18,3,15,4.5,8.0,RR,M. Chinnaswamy Stadium,2010-03-18,2010
47,Dale Steyn,4,18,3,13,4.5,8.0,DEC,Vidarbha Cricket Association Stadium,2010-04-12,2010
48,Ryan Harris,4,18,3,11,4.5,8.0,CSK,Vidarbha Cricket Association Stadium,2010-04-10,2010
49,Virender Sehwag,4,18,2,13,4.5,12.0,CSK,Chidambaram,2010-04-15,2010
50,Yusuf Pathan,2,9,2,3,4.5,6.0,PBKS,IS Bindra Stadium,2010-03-24,2010
51,Praveen Kumar,4,18,2,13,4.5,12.0,DEC,DY Patil Stadium,2010-04-24,2010
52,Ali Murtaza,4,18,2,5,4.5,12.0,DC,Brabourne Stadium,2010-04-13,2010
53,Zaheer Khan,4,18,1,11,4.5,24.0,RCB,Brabourne Stadium,2010-03-20,2010
54,Anil Kumble,4,18,1,11,4.5,24.0,MI,Brabourne Stadium,2010-03-20,2010
55,Dirk Nannes,4,18,1,12,4.5,24.0,CSK,Arun Jaitley Stadium,2010-03-19,2010
56,Andrew Symonds,4,18,1,10,4.5,24.0,CSK,DY Patil Stadium,2010-04-22,2010
57,Amit Mishra,4,18,1,10,4.5,24.0,KKR,Arun Jaitley Stadium,2010-03-29,2010
58,Andrew Symonds,2,9,0,7,4.5,0.0,RR,Narendra Modi Stadium,2010-03-26,2010
59,Adam Voges,2,9,0,3,4.5,0.0,DEC,Narendra Modi Stadium,2010-03-26,2010
60,Dale Steyn,4,18,0,10,4.5,0.0,MI,M. Chinnaswamy Stadium,2010-04-17,2010
61,Siddharth Trivedi,4,18,0,10,4.5,0.0,CSK,Narendra Modi Stadium,2010-03-28,2010
62,Dale Steyn,4,18,0,14,4.5,0.0,RR,M. Chinnaswamy Stadium,2010-03-18,2010
63,Anil Kumble,3,16,4,13,4.57,5.25,DEC,DY Patil Stadium,2010-04-24,2010
64,Shadab Jakati,3,14,1,9,4.66,18.0,DC,Chidambaram,2010-04-15,2010
65,Ryan Harris,3,14,0,12,4.66,0.0,RCB,DY Patil Stadium,2010-04-24,2010
66,Ashok Dinda,3,15,2,10,4.73,9.5,RCB,M. Chinnaswamy Stadium,2010-04-10,2010
67,Dirk Nannes,3,15,1,12,4.73,19.0,KKR,Arun Jaitley Stadium,2010-03-29,2010
68,Angelo Mathews,4,19,4,10,4.75,6.0,RCB,Eden Gardens,2010-03-14,2010
69,Paul Collingwood,4,19,2,11,4.75,12.0,PBKS,Arun Jaitley Stadium,2010-04-11,2010
70,Chaminda Vaas,4,19,1,9,4.75,24.0,DC,Arun Jaitley Stadium,2010-04-18,2010
71,Jacques Kallis,4,19,1,11,4.75,24.0,RR,Sawai Mansingh Stadium,2010-04-14,2010
72,Tillakaratne Dilshan,4,19,1,11,4.75,24.0,CSK,Chidambaram,2010-04-15,2010
73,Shane Watson,4,19,1,13,4.75,24.0,PBKS,Sawai Mansingh Stadium,2010-04-07,2010
74,Anil Kumble,4,19,0,14,4.75,0.0,KKR,Eden Gardens,2010-03-14,2010
75,Sudeep Tyagi,4,19,0,13,4.75,0.0,RCB,M. Chinnaswamy Stadium,2010-03-23,2010
76,Pragyan Ojha,4,19,0,12,4.75,0.0,KKR,DY Patil Stadium,2010-03-12,2010
77,Suresh Raina,2,12,1,5,4.8,15.0,MI,Chidambaram,2010-04-06,2010
78,Murali Kartik,4,20,2,9,5.0,12.0,MI,Eden Gardens,2010-04-19,2010
79,Jacques Kallis,4,20,2,9,5.0,12.0,RR,M. Chinnaswamy Stadium,2010-03-18,2010
80,Zaheer Khan,2,10,2,5,5.0,6.0,DEC,Brabourne Stadium,2010-04-03,2010
81,Albie Morkel,3,15,1,9,5.0,18.0,DEC,DY Patil Stadium,2010-04-22,2010
82,Ravichandran Ashwin,4,20,1,11,5.0,24.0,PBKS,HPCA Stadium,2010-04-18,2010
83,Dale Steyn,4,20,1,8,5.0,24.0,CSK,Chidambaram,2010-03-31,2010
84,Pradeep Sangwan,4,20,1,13,5.0,24.0,RR,Narendra Modi Stadium,2010-03-15,2010
85,Shane Bond,4,20,1,15,5.0,24.0,RR,Eden Gardens,2010-04-17,2010
86,Ashok Dinda,4,20,1,11,5.0,24.0,MI,Eden Gardens,2010-04-19,2010
87,Kevin Pietersen,4,20,1,8,5.0,24.0,MI,DY Patil Stadium,2010-04-21,2010
88,JP Duminy,3,15,1,8,5.0,18.0,PBKS,IS Bindra Stadium,2010-04-09,2010
89,Suresh Raina,3,15,0,9,5.0,0.0,DC,Chidambaram,2010-04-15,2010
90,Shane Warne,4,21,4,13,5.25,6.0,DEC,Vidarbha Cricket Association Stadium,2010-04-05,2010
91,Chaminda Vaas,4,21,3,13,5.25,8.0,CSK,Chidambaram,2010-03-14,2010
92,Andrew Symonds,4,21,3,9,5.25,8.0,DC,Barabati Stadium,2010-03-21,2010
93,RP Singh,4,21,2,10,5.25,12.0,RCB,Vidarbha Cricket Association Stadium,2010-04-12,2010
94,Ashok Dinda,4,21,2,12,5.25,12.0,DC,Eden Gardens,2010-04-07,2010
95,Yuvraj Singh,4,21,2,11,5.25,12.0,DEC,Barabati Stadium,2010-03-19,2010
96,Ryan McLaren,4,21,1,8,5.25,24.0,RCB,M. Chinnaswamy Stadium,2010-04-17,2010
97,Praveen Kumar,4,21,1,11,5.25,24.0,CSK,M. Chinnaswamy Stadium,2010-03-23,2010
98,Harmeet Singh Bansal,4,21,1,10,5.25,24.0,CSK,Vidarbha Cricket Association Stadium,2010-04-10,2010
99,Chaminda Vaas,4,21,1,12,5.25,24.0,DC,Barabati Stadium,2010-03-21,2010
100,Harbhajan Singh,4,21,1,8,5.25,24.0,RR,Sawai Mansingh Stadium,2010-04-11,2010
101,Murali Kartik,4,21,1,8,5.25,24.0,MI,Brabourne Stadium,2010-03-22,2010
102,Murali Kartik,4,21,0,9,5.25,0.0,CSK,Eden Gardens,2010-03-16,2010
103,Muttiah Muralitharan,4,21,0,9,5.25,0.0,RCB,Chidambaram,2010-03-31,2010
104,Harbhajan Singh,3,16,2,9,5.33,9.0,DEC,Brabourne Stadium,2010-04-03,2010
105,Irfan Pathan,3,16,1,7,5.33,18.0,DEC,Barabati Stadium,2010-03-19,2010
106,Lasith Malinga,4,22,4,10,5.5,6.0,PBKS,Brabourne Stadium,2010-03-30,2010
107,Pradeep Sangwan,4,22,3,7,5.5,8.0,RCB,Arun Jaitley Stadium,2010-04-04,2010
108,Shaun Tait,4,22,3,10,5.5,8.0,DEC,Narendra Modi Stadium,2010-03-26,2010
109,Shaun Tait,4,22,2,11,5.5,12.0,CSK,Narendra Modi Stadium,2010-03-28,2010
110,Pragyan Ojha,4,22,2,11,5.5,12.0,RCB,Vidarbha Cricket Association Stadium,2010-04-12,2010
111,Dwayne Bravo,2,11,2,6,5.5,6.0,DC,Arun Jaitley Stadium,2010-03-17,2010
112,Ajantha Mendis,4,22,2,6,5.5,12.0,DC,Eden Gardens,2010-04-07,2010
113,Ravichandran Ashwin,4,22,2,10,5.5,12.0,MI,Chidambaram,2010-04-06,2010
114,Siddharth Trivedi,4,22,2,9,5.5,12.0,PBKS,Sawai Mansingh Stadium,2010-04-07,2010
115,Lasith Malinga,4,22,2,9,5.5,12.0,RR,Brabourne Stadium,2010-03-13,2010
116,Murali Kartik,4,22,2,9,5.5,12.0,RCB,Eden Gardens,2010-03-14,2010
117,Ravichandran Ashwin,4,22,1,11,5.5,24.0,KKR,Eden Gardens,2010-03-16,2010
118,Shane Warne,4,22,1,6,5.5,24.0,DC,Narendra Modi Stadium,2010-03-15,2010
119,Juan Theron,2,11,1,2,5.5,12.0,DC,Arun Jaitley Stadium,2010-04-11,2010
120,Andrew Symonds,4,22,1,9,5.5,24.0,PBKS,Barabati Stadium,2010-03-19,2010
121,Ramesh Powar,4,22,1,14,5.5,24.0,CSK,Chidambaram,2010-03-21,2010
122,Harmeet Singh Bansal,4,22,1,9,5.5,24.0,CSK,DY Patil Stadium,2010-04-22,2010
123,Rajagopal Sathish,2,11,1,6,5.5,12.0,KKR,Eden Gardens,2010-04-19,2010
124,Dirk Nannes,4,22,0,11,5.5,0.0,DEC,Arun Jaitley Stadium,2010-04-18,2010
125,Angelo Mathews,2,11,0,4,5.5,0.0,DC,Arun Jaitley Stadium,2010-03-29,2010
126,Siddharth Trivedi,2,16,3,8,5.64,5.66,DEC,Vidarbha Cricket Association Stadium,2010-04-05,2010
127,Murali Kartik,3,17,1,8,5.66,18.0,DEC,DY Patil Stadium,2010-03-12,2010
128,Shane Watson,3,17,0,13,5.66,0.0,KKR,Eden Gardens,2010-04-17,2010
129,Andrew Symonds,3,17,0,7,5.66,0.0,RCB,DY Patil Stadium,2010-04-24,2010
130,Pragyan Ojha,3,22,0,12,5.73,0.0,RCB,DY Patil Stadium,2010-04-24,2010
131,Albie Morkel,4,23,2,13,5.75,12.0,PBKS,Chidambaram,2010-03-21,2010
132,Yusuf Pathan,4,23,2,10,5.75,12.0,KKR,Narendra Modi Stadium,2010-03-20,2010
133,Dilhara Fernando,4,23,2,12,5.75,12.0,CSK,DY Patil Stadium,2010-04-25,2010
134,Amit Mishra,4,23,2,6,5.75,12.0,RCB,M. Chinnaswamy Stadium,2010-03-25,2010
135,Andrew Symonds,4,23,1,10,5.75,24.0,CSK,Vidarbha Cricket Association Stadium,2010-04-10,2010
136,Amit Mishra,4,23,1,10,5.75,24.0,PBKS,IS Bindra Stadium,2010-03-13,2010
137,Ryan McLaren,4,23,1,11,5.75,24.0,CSK,Brabourne Stadium,2010-03-25,2010
138,Shadab Jakati,4,23,1,10,5.75,24.0,KKR,Chidambaram,2010-04-13,2010
139,Harbhajan Singh,4,23,1,11,5.75,24.0,CSK,Chidambaram,2010-04-06,2010
140,Ramesh Powar,4,23,0,10,5.75,0.0,KKR,Eden Gardens,2010-04-04,2010
141,Lasith Malinga,4,23,0,10,5.75,0.0,RR,Sawai Mansingh Stadium,2010-04-11,2010
142,Piyush Chawla,4,24,3,9,6.0,8.0,MI,IS Bindra Stadium,2010-04-09,2010
143,Harmeet Singh Bansal,4,24,2,9,6.0,12.0,RCB,Vidarbha Cricket Association Stadium,2010-04-12,2010
144,Shanthakumaran Sreesanth,4,24,2,10,6.0,12.0,DC,IS Bindra Stadium,2010-03-13,2010
145,Shane Bond,4,24,2,8,6.0,12.0,MI,Eden Gardens,2010-04-19,2010
146,Shane Bond,4,24,2,13,6.0,12.0,PBKS,IS Bindra Stadium,2010-03-27,2010
147,Jaskaran Singh,3,18,2,8,6.0,9.0,KKR,Eden Gardens,2010-04-01,2010
148,Umesh Yadav,4,24,2,12,6.0,12.0,DEC,Arun Jaitley Stadium,2010-04-18,2010
149,Pragyan Ojha,4,24,2,12,6.0,12.0,MI,DY Patil Stadium,2010-03-28,2010
150,Ashok Dinda,4,24,2,10,6.0,12.0,RR,Eden Gardens,2010-04-17,2010
1,JP Duminy,2,3,1,9,1.5,12.0,MI,Wankhede Stadium,2011-05-14,2011
2,Rahul Sharma,4,7,2,17,1.75,12.0,MI,DY Patil Stadium,2011-05-04,2011
3,Brett Lee,4,8,0,15,2.0,0.0,CSK,Eden Gardens,2011-05-07,2011
4,Amit Mishra,4,9,4,16,2.25,6.0,PBKS,HPCA Stadium,2011-05-21,2011
5,Lasith Malinga,4,9,3,13,2.25,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-04-24,2011
6,Shanthakumaran Sreesanth,4,10,2,15,2.5,12.0,DC,Jawaharlal Nehru Stadium,2011-04-30,2011
7,Morne Morkel,4,11,1,13,2.75,24.0,RR,Sawai Mansingh Stadium,2011-04-12,2011
8,Johan Botha,2,6,3,7,3.0,4.0,MI,Sawai Mansingh Stadium,2011-04-29,2011
9,Wayne Parnell,4,12,2,13,3.0,12.0,PBKS,IS Bindra Stadium,2011-05-08,2011
10,Jesse Ryder,3,9,1,11,3.0,18.0,PBKS,DY Patil Stadium,2011-04-10,2011
11,Amit Mishra,4,12,1,11,3.0,24.0,KTK,Jawaharlal Nehru Stadium,2011-04-27,2011
12,Yusuf Pathan,2,6,1,6,3.0,12.0,DC,Arun Jaitley Stadium,2011-04-28,2011
13,Brad Hodge,4,13,4,16,3.25,6.0,RR,Holkar Cricket Stadium,2011-05-15,2011
14,Rahul Sharma,4,13,3,17,3.25,8.0,RR,Sawai Mansingh Stadium,2011-05-01,2011
15,Shane Warne,4,13,1,13,3.25,24.0,MI,Sawai Mansingh Stadium,2011-04-29,2011
16,Charl Langeveldt,3,10,2,9,3.33,9.0,KKR,M. Chinnaswamy Stadium,2011-05-14,2011
17,Munaf Patel,3,10,0,7,3.33,0.0,RCB,M. Chinnaswamy Stadium,2011-04-12,2011
18,Munaf Patel,2,8,3,10,3.42,4.66,PWI,Wankhede Stadium,2011-04-20,2011
19,Sreenath Aravind,4,14,4,14,3.5,6.0,PBKS,M. Chinnaswamy Stadium,2011-05-06,2011
20,Amit Mishra,4,14,2,14,3.5,12.0,MI,Rajiv Gandhi Intl. Cricket Stadium,2011-04-24,2011
21,Raiphi Gomez,4,14,2,14,3.5,12.0,KKR,Jawaharlal Nehru Stadium,2011-05-05,2011
22,Amit Singh,4,14,2,15,3.5,12.0,MI,Sawai Mansingh Stadium,2011-04-29,2011
23,Daniel Vettori,4,14,1,10,3.5,24.0,PBKS,M. Chinnaswamy Stadium,2011-05-06,2011
24,Ashok Dinda,2,7,0,7,3.5,0.0,MI,Arun Jaitley Stadium,2011-04-10,2011
25,Lasith Malinga,3,13,5,16,3.54,4.4,DC,Arun Jaitley Stadium,2011-04-10,2011
26,Chris Gayle,3,11,0,10,3.66,0.0,MI,Chidambaram,2011-05-27,2011
27,Praveen Kumar,3,11,0,13,3.66,0.0,RCB,HPCA Stadium,2011-05-17,2011
28,Siddharth Trivedi,4,15,3,13,3.75,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-04-09,2011
29,Daniel Vettori,4,15,2,15,3.75,12.0,CSK,M. Chinnaswamy Stadium,2011-05-22,2011
30,Iqbal Abdulla,4,15,1,13,3.75,24.0,CSK,Eden Gardens,2011-05-07,2011
31,RP Singh,4,15,0,10,3.75,0.0,MI,Wankhede Stadium,2011-04-15,2011
32,Ali Murtaza,4,15,0,14,3.75,0.0,RR,Sawai Mansingh Stadium,2011-04-29,2011
33,Ishant Sharma,3,12,5,12,4.0,3.6,KTK,Jawaharlal Nehru Stadium,2011-04-27,2011
34,Piyush Chawla,4,16,3,14,4.0,8.0,DC,HPCA Stadium,2011-05-15,2011
35,Ravichandran Ashwin,4,16,3,10,4.0,8.0,RCB,Chidambaram,2011-05-28,2011
36,Shane Warne,4,16,3,11,4.0,8.0,KTK,Sawai Mansingh Stadium,2011-04-24,2011
37,Shanthakumaran Sreesanth,4,16,2,16,4.0,12.0,RR,Holkar Cricket Stadium,2011-05-15,2011
38,Shakib Al Hasan,4,16,2,13,4.0,12.0,PWI,DY Patil Stadium,2011-05-19,2011
39,Ishant Sharma,4,16,2,16,4.0,12.0,DC,Rajiv Gandhi Intl. Cricket Stadium,2011-05-05,2011
40,Ravichandran Ashwin,3,12,2,12,4.0,9.0,KKR,Eden Gardens,2011-05-07,2011
41,Iqbal Abdulla,3,12,1,11,4.0,18.0,PWI,DY Patil Stadium,2011-05-19,2011
42,Ryan Harris,4,16,1,14,4.0,24.0,DC,HPCA Stadium,2011-05-15,2011
43,Irfan Pathan,4,16,1,11,4.0,24.0,KKR,Arun Jaitley Stadium,2011-04-28,2011
44,Chris Gayle,2,8,1,4,4.0,12.0,PWI,M. Chinnaswamy Stadium,2011-04-29,2011
45,Jesse Ryder,2,8,1,5,4.0,12.0,KTK,DY Patil Stadium,2011-04-13,2011
46,Ravichandran Ashwin,4,16,1,9,4.0,24.0,KTK,Chidambaram,2011-05-18,2011
47,Alfonso Thomas,4,16,1,14,4.0,24.0,MI,Wankhede Stadium,2011-04-20,2011
48,Roelof van der Merwe,4,16,0,14,4.0,0.0,MI,Arun Jaitley Stadium,2011-04-10,2011
49,Pragyan Ojha,4,16,0,16,4.0,0.0,MI,Wankhede Stadium,2011-05-14,2011
50,Dan Christian,3,12,0,8,4.0,0.0,CSK,Chidambaram,2011-05-01,2011
51,Dan Christian,3,12,0,11,4.0,0.0,KTK,Jawaharlal Nehru Stadium,2011-04-27,2011
52,Suresh Raina,4,16,0,11,4.0,0.0,DC,Chidambaram,2011-05-12,2011
53,Piyush Chawla,4,17,4,15,4.25,6.0,RCB,HPCA Stadium,2011-05-17,2011
54,Yuvraj Singh,4,17,2,9,4.25,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-05-10,2011
55,Rahul Sharma,4,17,2,12,4.25,12.0,PBKS,IS Bindra Stadium,2011-05-08,2011
56,Shane Warne,4,17,2,15,4.25,12.0,DC,Sawai Mansingh Stadium,2011-04-12,2011
57,Praveen Kumar,4,17,1,15,4.25,24.0,PWI,IS Bindra Stadium,2011-05-08,2011
58,Daniel Vettori,4,17,1,11,4.25,24.0,KTK,Jawaharlal Nehru Stadium,2011-04-09,2011
59,Lasith Malinga,4,17,1,12,4.25,24.0,DEC,Wankhede Stadium,2011-05-14,2011
60,Shane Warne,4,17,1,9,4.25,24.0,KKR,Eden Gardens,2011-04-17,2011
61,RP Singh,4,17,1,17,4.25,24.0,RR,Holkar Cricket Stadium,2011-05-15,2011
62,Ankeet Chavan,4,17,0,14,4.25,0.0,MI,Wankhede Stadium,2011-05-20,2011
63,Dan Christian,3,13,2,14,4.33,9.0,PWI,DY Patil Stadium,2011-05-16,2011
64,Pragyan Ojha,3,13,1,9,4.33,18.0,PWI,Rajiv Gandhi Intl. Cricket Stadium,2011-05-10,2011
65,Dale Steyn,3,13,1,11,4.33,18.0,PBKS,HPCA Stadium,2011-05-21,2011
66,Harbhajan Singh,4,18,5,10,4.5,4.8,CSK,Wankhede Stadium,2011-04-22,2011
67,Morne Morkel,4,18,3,12,4.5,8.0,KTK,Jawaharlal Nehru Stadium,2011-04-30,2011
68,Ali Murtaza,4,18,2,13,4.5,12.0,PWI,Wankhede Stadium,2011-04-20,2011
69,Dale Steyn,4,18,2,16,4.5,12.0,RR,Rajiv Gandhi Intl. Cricket Stadium,2011-04-09,2011
70,Munaf Patel,4,18,2,9,4.5,12.0,PBKS,Wankhede Stadium,2011-05-02,2011
71,Jacques Kallis,4,18,2,14,4.5,12.0,MI,Wankhede Stadium,2011-05-25,2011
72,Munaf Patel,4,18,2,17,4.5,12.0,RR,Sawai Mansingh Stadium,2011-04-29,2011
73,Muttiah Muralitharan,4,18,1,10,4.5,24.0,KKR,Eden Gardens,2011-04-20,2011
74,James Faulkner,2,9,1,7,4.5,12.0,DC,Arun Jaitley Stadium,2011-05-21,2011
75,Amit Mishra,4,18,1,10,4.5,24.0,MI,Wankhede Stadium,2011-05-14,2011
76,Rahul Sharma,4,18,1,13,4.5,24.0,KTK,DY Patil Stadium,2011-04-13,2011
77,Ravichandran Ashwin,4,18,1,12,4.5,24.0,RCB,M. Chinnaswamy Stadium,2011-05-22,2011
78,Shrikant Wagh,2,9,1,5,4.5,12.0,MI,Wankhede Stadium,2011-04-20,2011
79,Amit Singh,4,18,1,16,4.5,24.0,DC,Sawai Mansingh Stadium,2011-04-12,2011
80,Bipul Sharma,2,9,0,5,4.5,0.0,KKR,Eden Gardens,2011-04-30,2011
81,Daniel Vettori,4,18,0,11,4.5,0.0,MI,M. Chinnaswamy Stadium,2011-04-12,2011
82,Chris Gayle,2,9,0,5,4.5,0.0,KKR,Eden Gardens,2011-04-22,2011
83,Rajat Bhatia,4,18,0,13,4.5,0.0,PBKS,Eden Gardens,2011-04-30,2011
84,Dale Steyn,3,16,3,16,4.57,7.0,KTK,Jawaharlal Nehru Stadium,2011-04-27,2011
85,Harbhajan Singh,3,14,2,11,4.66,9.0,DC,Arun Jaitley Stadium,2011-04-10,2011
86,Bhuvneshwar Kumar,3,14,2,9,4.66,9.0,PBKS,IS Bindra Stadium,2011-05-08,2011
87,Rahul Sharma,3,14,1,8,4.66,18.0,MI,Wankhede Stadium,2011-04-20,2011
88,Shane Warne,3,14,0,8,4.66,0.0,CSK,Chidambaram,2011-05-04,2011
89,Mithun Manhas,3,14,0,8,4.66,0.0,PBKS,DY Patil Stadium,2011-04-10,2011
90,Daniel Vettori,4,19,3,9,4.75,8.0,MI,Chidambaram,2011-05-27,2011
91,Shane Watson,4,19,3,12,4.75,8.0,MI,Wankhede Stadium,2011-05-20,2011
