POS,Player,Runs,BF,4s,6s,Against,Venue,Match Date,Year
78,Shikhar Dhawan,54,41,4,1,KKR,Rajiv Gandhi Intl. Cricket Stadium,2011-05-03,2011
79,Brad Hodge,51,41,3,2,CSK,Chidambaram,2011-05-18,2011
80,Michael Hussey,83,42,11,1,RCB,Chidambaram,2011-04-16,2011
81,Michael Hussey,61,42,6,1,PWI,Chidambaram,2011-04-25,2011
82,Sachin Tendulkar,55,42,7,0,RCB,M. Chinnaswamy Stadium,2011-04-12,2011
83,Ryan McLaren,51,42,6,1,PWI,DY Patil Stadium,2011-04-10,2011
84,Sachin Tendulkar,100,43,12,3,KTK,Wankhede Stadium,2011-04-15,2011
85,Johan Botha,67,43,8,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-04-09,2011
86,Srikkanth Anirudha,64,43,6,2,KKR,Chidambaram,2011-04-08,2011
87,Manish Pandey,59,43,4,3,MI,DY Patil Stadium,2011-05-04,2011
88,Gautam Gambhir,54,43,7,0,PWI,DY Patil Stadium,2011-05-19,2011
89,Virat Kohli,71,44,5,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-04-14,2011
90,Jacques Kallis,53,44,7,1,DEC,Eden Gardens,2011-04-11,2011
91,Sachin Tendulkar,51,44,3,1,PBKS,Wankhede Stadium,2011-05-02,2011
92,David Warner,51,44,5,1,DEC,Arun Jaitley Stadium,2011-04-19,2011
93,Jacques Kallis,80,46,7,2,RR,Sawai Mansingh Stadium,2011-04-15,2011
94,Subramaniam Badrinath,66,46,8,0,PBKS,IS Bindra Stadium,2011-04-13,2011
95,Tillakaratne Dilshan,59,49,4,2,MI,M. Chinnaswamy Stadium,2011-04-12,2011
1,Owais Shah,60,19,5,5,RCB,M. Chinnaswamy Stadium,2012-04-15,2012
2,Virender Sehwag,73,20,12,1,RR,Sawai Mansingh Stadium,2012-05-01,2012
3,MS Dhoni,51,20,6,2,MI,M. Chinnaswamy Stadium,2012-05-23,2012
4,AB de Villiers,59,21,3,5,RR,Sawai Mansingh Stadium,2012-04-23,2012
5,Ross Taylor,55,22,7,2,RCB,Arun Jaitley Stadium,2012-05-17,2012
6,JP Duminy,58,24,3,5,RR,Sawai Mansingh Stadium,2012-04-17,2012
7,Chris Gayle,57,24,3,6,PWI,Maharashtra Cricket Association's International Stadium,2012-05-11,2012
8,David Warner,79,25,10,4,PBKS,HPCA Stadium,2012-05-19,2012
9,Kevin Pietersen,50,25,6,3,MI,Arun Jaitley Stadium,2012-04-27,2012
10,David Warner,109,26,10,7,DEC,Rajiv Gandhi Intl. Cricket Stadium,2012-05-10,2012
11,Mayank Agarwal,64,26,6,4,MI,M. Chinnaswamy Stadium,2012-05-14,2012
12,Shane Watson,58,26,6,4,PWI,Sawai Mansingh Stadium,2012-05-13,2012
13,Shane Watson,90,27,10,4,PWI,Maharashtra Cricket Association's International Stadium,2012-05-08,2012
14,Manvinder Bisla,89,27,8,5,CSK,Chidambaram,2012-05-27,2012
15,Suresh Raina,73,27,3,5,KKR,Chidambaram,2012-05-27,2012
16,Chris Gayle,68,27,2,6,CSK,Chidambaram,2012-04-12,2012
17,David Hussey,65,27,4,5,DEC,IS Bindra Stadium,2012-05-13,2012
18,Virender Sehwag,57,27,5,4,PWI,Arun Jaitley Stadium,2012-04-21,2012
19,Murali Vijay,113,28,15,4,DC,Chidambaram,2012-05-25,2012
20,Gautam Gambhir,93,28,9,5,RCB,Eden Gardens,2012-04-28,2012
21,Virender Sehwag,87,28,10,3,PWI,Maharashtra Cricket Association's International Stadium,2012-04-24,2012
22,Gautam Gambhir,64,28,9,1,RCB,M. Chinnaswamy Stadium,2012-04-10,2012
23,Rohit Sharma,109,29,12,5,KKR,Eden Gardens,2012-05-12,2012
24,Tillakaratne Dilshan,71,29,8,2,DEC,M. Chinnaswamy Stadium,2012-05-06,2012
25,Kieron Pollard,64,29,6,4,RR,Wankhede Stadium,2012-04-11,2012
26,Ambati Rayudu,62,29,5,3,DC,Arun Jaitley Stadium,2012-04-27,2012
27,Rohit Sharma,50,29,3,3,PBKS,IS Bindra Stadium,2012-04-25,2012
28,Virender Sehwag,73,30,8,4,MI,Arun Jaitley Stadium,2012-04-27,2012
29,David Hussey,68,30,4,4,MI,IS Bindra Stadium,2012-04-25,2012
30,Gautam Gambhir,56,30,4,2,PWI,Eden Gardens,2012-05-05,2012
31,Mandeep Singh,75,31,8,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,2012-05-08,2012
32,Gautam Gambhir,62,31,6,3,CSK,Eden Gardens,2012-05-14,2012
33,Mahela Jayawardena,55,31,4,2,CSK,Chidambaram,2012-05-25,2012
34,Kieron Pollard,52,31,5,3,RCB,M. Chinnaswamy Stadium,2012-05-14,2012
35,Owais Shah,76,32,5,5,MI,Wankhede Stadium,2012-04-11,2012
36,Sachin Tendulkar,74,32,11,1,CSK,Wankhede Stadium,2012-05-06,2012
37,Chris Gayle,71,32,6,4,PBKS,M. Chinnaswamy Stadium,2012-05-02,2012
38,Faf du Plessis,71,32,5,4,RCB,Chidambaram,2012-04-12,2012
39,Jesse Ryder,86,33,7,4,DC,Arun Jaitley Stadium,2012-04-21,2012
40,Robin Uthappa,69,33,9,2,RCB,M. Chinnaswamy Stadium,2012-04-17,2012
41,Shaun Marsh,68,33,5,3,MI,Wankhede Stadium,2012-04-22,2012
42,Cameron White,65,33,7,2,DC,Rajiv Gandhi Intl. Cricket Stadium,2012-05-10,2012
43,Virender Sehwag,63,33,8,2,RR,Arun Jaitley Stadium,2012-04-29,2012
44,Dwayne Smith,87,34,10,3,RR,Sawai Mansingh Stadium,2012-05-20,2012
45,Faf du Plessis,73,34,6,2,RR,Chidambaram,2012-04-21,2012
46,Rahul Dravid,58,34,8,0,RCB,Sawai Mansingh Stadium,2012-04-23,2012
47,Richard Levi,50,34,6,3,CSK,Chidambaram,2012-04-04,2012
48,Nitin Saini,50,34,5,0,RCB,M. Chinnaswamy Stadium,2012-05-02,2012
49,Cameron White,78,35,6,5,PWI,Maharashtra Cricket Association's International Stadium,2012-04-26,2012
50,Cameron White,67,35,8,1,PBKS,IS Bindra Stadium,2012-05-13,2012
51,Rahul Dravid,57,35,7,0,DC,Sawai Mansingh Stadium,2012-05-01,2012
52,Michael Hussey,56,35,4,4,KKR,Eden Gardens,2012-05-14,2012
53,Chris Gayle,82,36,5,6,MI,Wankhede Stadium,2012-05-09,2012
54,Jesse Ryder,73,36,7,1,CSK,Maharashtra Cricket Association's International Stadium,2012-04-14,2012
55,Shikhar Dhawan,71,36,4,3,PBKS,IS Bindra Stadium,2012-05-13,2012
56,Gautam Gambhir,66,36,7,1,PBKS,IS Bindra Stadium,2012-04-18,2012
57,AB de Villiers,52,36,6,0,PBKS,IS Bindra Stadium,2012-04-20,2012
58,Chris Gayle,128,37,7,13,DC,Arun Jaitley Stadium,2012-05-17,2012
59,Ajinkya Rahane,98,37,16,1,PBKS,Sawai Mansingh Stadium,2012-04-06,2012
60,Shikhar Dhawan,84,37,9,5,DC,Rajiv Gandhi Intl. Cricket Stadium,2012-05-10,2012
61,AB de Villiers,64,37,6,2,DC,M. Chinnaswamy Stadium,2012-04-07,2012
62,Rohit Sharma,60,37,6,2,CSK,Wankhede Stadium,2012-05-06,2012
63,Shikhar Dhawan,52,37,8,0,RR,Sawai Mansingh Stadium,2012-04-17,2012
64,Kumar Sangakkara,82,38,10,2,PWI,Barabati Stadium,2012-05-01,2012
65,Chris Gayle,81,38,4,8,PWI,M. Chinnaswamy Stadium,2012-04-17,2012
66,James Franklin,79,38,6,4,PBKS,Wankhede Stadium,2012-04-22,2012
67,Cameron White,74,38,4,4,PWI,Barabati Stadium,2012-05-01,2012
68,Naman Ojha,64,38,2,5,DEC,Rajiv Gandhi Intl. Cricket Stadium,2012-05-10,2012
69,Michael Hussey,54,38,4,2,KKR,Chidambaram,2012-05-27,2012
70,Cameron White,77,39,9,2,CSK,Chidambaram,2012-05-04,2012
71,Shikhar Dhawan,73,39,10,1,RCB,M. Chinnaswamy Stadium,2012-05-06,2012
72,Jacques Kallis,69,39,7,1,CSK,Chidambaram,2012-05-27,2012
73,Mahela Jayawardena,55,39,8,0,MI,Arun Jaitley Stadium,2012-04-27,2012
74,Ajinkya Rahane,84,40,9,1,DC,Arun Jaitley Stadium,2012-04-29,2012
75,Manish Pandey,80,40,7,3,DC,Maharashtra Cricket Association's International Stadium,2012-04-24,2012
76,Ajinkya Rahane,61,40,7,0,PWI,Sawai Mansingh Stadium,2012-05-13,2012
77,Brendon McCullum,56,40,7,0,DC,Arun Jaitley Stadium,2012-05-07,2012
78,Tillakaratne Dilshan,53,40,6,1,PWI,Maharashtra Cricket Association's International Stadium,2012-05-11,2012
79,Owais Shah,52,40,4,3,CSK,Chidambaram,2012-04-21,2012
80,Ajinkya Rahane,103,41,12,5,RCB,M. Chinnaswamy Stadium,2012-04-15,2012
81,Chris Gayle,87,41,8,4,PBKS,IS Bindra Stadium,2012-04-20,2012
82,Ambati Rayudu,81,41,6,4,RCB,M. Chinnaswamy Stadium,2012-05-14,2012
83,Rohit Sharma,73,41,4,5,DEC,ACA-VDCA Stadium,2012-04-09,2012
84,Virat Kohli,73,41,9,1,DC,Arun Jaitley Stadium,2012-05-17,2012
85,Kevin Pietersen,103,42,6,9,DEC,Arun Jaitley Stadium,2012-04-19,2012
86,Chris Gayle,86,42,7,6,KKR,Eden Gardens,2012-04-28,2012
87,Adam Gilchrist,64,42,9,2,CSK,HPCA Stadium,2012-05-17,2012
88,Manoj Tiwary,59,42,7,0,RR,Sawai Mansingh Stadium,2012-04-08,2012
89,Faf du Plessis,58,42,4,2,PWI,Chidambaram,2012-04-19,2012
90,Subramaniam Badrinath,57,42,8,0,PWI,Chidambaram,2012-04-19,2012
91,Tillakaratne Dilshan,76,43,10,1,RR,Sawai Mansingh Stadium,2012-04-23,2012
92,JP Duminy,74,43,4,5,RCB,Rajiv Gandhi Intl. Cricket Stadium,2012-05-20,2012
93,Gautam Gambhir,63,43,6,1,CSK,Chidambaram,2012-04-30,2012
94,Virat Kohli,57,43,5,2,CSK,Chidambaram,2012-04-12,2012
95,Sachin Tendulkar,58,44,6,0,RR,Sawai Mansingh Stadium,2012-05-20,2012
96,Mandeep Singh,56,44,5,1,CSK,Chidambaram,2012-04-28,2012
97,Jacques Kallis,79,45,7,3,MI,Eden Gardens,2012-05-12,2012
98,Herschelle Gibbs,66,48,7,2,KKR,Eden Gardens,2012-05-12,2012
99,Mahela Jayawardena,56,48,8,0,PBKS,Arun Jaitley Stadium,2012-05-15,2012
100,Shaun Marsh,64,49,7,1,PWI,IS Bindra Stadium,2012-04-12,2012
101,Shikhar Dhawan,50,49,4,1,KKR,Barabati Stadium,2012-04-22,2012
102,Robin Uthappa,60,52,6,0,DC,Maharashtra Cricket Association's International Stadium,2012-04-24,2012
1,Chris Gayle,175,17,13,17,PWI,M. Chinnaswamy Stadium,2013-04-23,2013
2,Kieron Pollard,66,20,2,8,SRH,Wankhede Stadium,2013-05-13,2013
3,Dwayne Smith,68,21,6,5,CSK,Arun Jaitley Stadium,2013-05-21,2013
4,AB de Villiers,50,23,6,2,PWI,Maharashtra Cricket Association's International Stadium,2013-05-02,2013
5,David Miller,101,24,8,7,RCB,IS Bindra Stadium,2013-05-06,2013
6,MS Dhoni,51,24,5,3,MI,Chidambaram,2013-04-06,2013
7,David Warner,51,24,4,4,PWI,Shaheed Veer Narayan Singh International Cricket Stadium,2013-04-28,2013
8,Shane Watson,70,25,6,6,CSK,Sawai Mansingh Stadium,2013-05-12,2013
9,David Miller,51,25,5,2,CSK,Chidambaram,2013-05-02,2013
10,AB de Villiers,64,26,8,1,CSK,Chidambaram,2013-04-13,2013
11,Azhar Mahmood,80,27,8,4,MI,HPCA Stadium,2013-05-18,2013
12,Chris Gayle,61,27,6,3,PBKS,IS Bindra Stadium,2013-05-06,2013
13,Rohit Sharma,79,28,6,6,PBKS,Wankhede Stadium,2013-04-29,2013
14,Virat Kohli,56,28,6,4,CSK,M. Chinnaswamy Stadium,2013-05-18,2013
15,Shane Watson,101,29,6,6,CSK,Chidambaram,2013-04-22,2013
16,Dinesh Karthik,86,29,14,2,DC,Wankhede Stadium,2013-04-09,2013
17,Suresh Raina,82,29,5,5,MI,Arun Jaitley Stadium,2013-05-21,2013
18,David Miller,80,29,5,5,PWI,IS Bindra Stadium,2013-04-21,2013
19,Brad Hodge,54,29,2,5,SRH,Arun Jaitley Stadium,2013-05-22,2013
20,Rohit Sharma,62,30,3,5,PWI,Wankhede Stadium,2013-04-13,2013
21,Aditya Tare,59,30,8,1,RR,Wankhede Stadium,2013-05-15,2013
22,MS Dhoni,58,30,2,4,DC,Chidambaram,2013-05-14,2013
23,Michael Hussey,95,31,11,2,KKR,Chidambaram,2013-04-28,2013
24,Virender Sehwag,95,31,13,2,MI,Arun Jaitley Stadium,2013-04-21,2013
25,Virat Kohli,93,31,11,4,SRH,M. Chinnaswamy Stadium,2013-04-09,2013
26,Michael Hussey,88,31,13,1,RR,Chidambaram,2013-04-22,2013
27,Rohit Sharma,73,31,5,5,DC,Arun Jaitley Stadium,2013-04-21,2013
28,Gautam Gambhir,60,31,9,0,PBKS,IS Bindra Stadium,2013-04-16,2013
29,Dinesh Karthik,60,31,3,4,RCB,M. Chinnaswamy Stadium,2013-04-04,2013
30,Kieron Pollard,60,31,7,3,CSK,Eden Gardens,2013-05-26,2013
31,Aaron Finch,52,31,3,4,DC,Maharashtra Cricket Association's International Stadium,2013-05-19,2013
32,Suresh Raina,100,32,7,6,PBKS,Chidambaram,2013-05-02,2013
33,Chris Gayle,85,32,4,9,KKR,M. Chinnaswamy Stadium,2013-04-11,2013
34,Yusuf Pathan,72,32,8,2,PWI,JSCA Stadium,2013-05-15,2013
35,Aaron Finch,67,32,10,2,CSK,Chidambaram,2013-04-15,2013
36,Michael Hussey,67,32,5,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,2013-05-08,2013
37,MS Dhoni,67,32,7,4,SRH,Chidambaram,2013-04-25,2013
38,Virat Kohli,65,32,7,1,DC,M. Chinnaswamy Stadium,2013-04-16,2013
39,Sanju Samson,63,32,7,2,RCB,Sawai Mansingh Stadium,2013-04-29,2013
40,David Miller,56,32,1,5,MI,Wankhede Stadium,2013-04-29,2013
41,Cameron White,52,32,3,3,RCB,M. Chinnaswamy Stadium,2013-04-09,2013
42,Aaron Finch,64,33,8,2,PBKS,IS Bindra Stadium,2013-04-21,2013
43,Suresh Raina,51,33,4,2,RR,Chidambaram,2013-04-22,2013
44,Robin Uthappa,75,34,5,5,RCB,Maharashtra Cricket Association's International Stadium,2013-05-02,2013
45,Shaun Marsh,73,34,8,2,CSK,Chidambaram,2013-05-02,2013
46,Dwayne Smith,62,34,3,5,KKR,Eden Gardens,2013-04-24,2013
47,David Warner,61,34,5,4,MI,Wankhede Stadium,2013-04-09,2013
48,Mahela Jayawardena,59,34,8,1,MI,Arun Jaitley Stadium,2013-04-21,2013
49,Suresh Raina,99,35,11,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,2013-05-08,2013
50,David Warner,66,35,6,3,KKR,Shaheed Veer Narayan Singh International Cricket Stadium,2013-05-01,2013
51,Kieron Pollard,57,35,4,5,CSK,Chidambaram,2013-04-06,2013
52,Eoin Morgan,51,35,3,3,RR,Sawai Mansingh Stadium,2013-04-08,2013
53,Dwayne Smith,50,35,4,3,RCB,Wankhede Stadium,2013-04-27,2013
54,Michael Hussey,86,36,11,2,PBKS,IS Bindra Stadium,2013-04-10,2013
55,Aaron Finch,64,36,6,3,RR,Maharashtra Cricket Association's International Stadium,2013-04-11,2013
56,Ben Rohrer,64,36,9,1,RR,Sawai Mansingh Stadium,2013-05-07,2013
57,Azhar Mahmood,61,36,8,1,RCB,M. Chinnaswamy Stadium,2013-05-14,2013
58,Shikhar Dhawan,59,36,6,2,MI,Wankhede Stadium,2013-05-13,2013
59,Rahul Dravid,58,36,9,1,PWI,Sawai Mansingh Stadium,2013-05-05,2013
60,Ajinkya Rahane,67,37,6,2,PWI,Sawai Mansingh Stadium,2013-05-05,2013
61,Ajinkya Rahane,63,37,5,1,DC,Sawai Mansingh Stadium,2013-05-07,2013
62,Darren Sammy,60,37,8,1,RR,Sawai Mansingh Stadium,2013-04-27,2013
63,Chris Gayle,92,38,11,5,MI,M. Chinnaswamy Stadium,2013-04-04,2013
64,Dwayne Smith,62,38,6,2,RR,Eden Gardens,2013-05-24,2013
65,Shane Watson,98,39,13,4,SRH,Sawai Mansingh Stadium,2013-04-27,2013
66,Mandeep Singh,77,39,7,0,PWI,IS Bindra Stadium,2013-04-21,2013
67,Shaun Marsh,63,39,11,0,MI,HPCA Stadium,2013-05-18,2013
68,Gautam Gambhir,59,39,7,1,RCB,M. Chinnaswamy Stadium,2013-04-11,2013
69,Virat Kohli,57,39,6,2,PBKS,M. Chinnaswamy Stadium,2013-05-14,2013
70,Gautam Gambhir,53,39,6,1,SRH,Eden Gardens,2013-04-14,2013
71,Michael Hussey,86,40,10,2,MI,Arun Jaitley Stadium,2013-05-21,2013
72,Chris Gayle,77,40,4,6,PBKS,M. Chinnaswamy Stadium,2013-05-14,2013
73,Shikhar Dhawan,73,40,9,1,MI,Rajiv Gandhi Intl. Cricket Stadium,2013-05-01,2013
74,Manish Pandey,66,40,8,1,KKR,JSCA Stadium,2013-05-15,2013
75,Rahul Dravid,65,40,6,2,DC,Arun Jaitley Stadium,2013-04-06,2013
76,Robin Uthappa,54,40,8,1,RR,Sawai Mansingh Stadium,2013-05-05,2013
77,Adam Gilchrist,85,41,10,3,RCB,M. Chinnaswamy Stadium,2013-05-14,2013
78,David Warner,77,41,9,1,RR,Arun Jaitley Stadium,2013-04-06,2013
79,Michael Hussey,65,41,6,2,DC,Arun Jaitley Stadium,2013-04-18,2013
80,MS Dhoni,63,41,3,5,MI,Eden Gardens,2013-05-26,2013
81,Shikhar Dhawan,63,41,10,0,CSK,Chidambaram,2013-04-25,2013
82,Rohit Sharma,74,42,4,5,DC,Wankhede Stadium,2013-04-09,2013
83,Suresh Raina,63,42,5,1,PWI,Maharashtra Cricket Association's International Stadium,2013-04-30,2013
84,Saurabh Tiwary,52,42,2,2,PWI,Maharashtra Cricket Association's International Stadium,2013-05-02,2013
85,Manvinder Bisla,51,42,3,3,PBKS,Eden Gardens,2013-04-26,2013
86,Manvinder Bisla,92,43,14,2,CSK,Chidambaram,2013-04-28,2013
87,Ajinkya Rahane,59,43,3,3,PBKS,IS Bindra Stadium,2013-05-09,2013
88,Virat Kohli,58,43,2,2,CSK,Chidambaram,2013-04-13,2013
89,Biplap Samantray,55,43,6,1,RR,Rajiv Gandhi Intl. Cricket Stadium,2013-05-17,2013
90,Sachin Tendulkar,54,43,3,2,DC,Arun Jaitley Stadium,2013-04-21,2013
91,Rahul Dravid,54,43,8,0,PWI,Maharashtra Cricket Association's International Stadium,2013-04-11,2013
92,Gautam Gambhir,50,43,6,0,PWI,Maharashtra Cricket Association's International Stadium,2013-05-09,2013
93,Virat Kohli,99,44,10,4,DC,Arun Jaitley Stadium,2013-05-10,2013
94,Shaun Marsh,77,44,6,2,RR,IS Bindra Stadium,2013-05-09,2013
95,Parthiv Patel,61,44,5,2,PBKS,IS Bindra Stadium,2013-05-11,2013
96,Rahul Dravid,53,45,7,0,DC,Sawai Mansingh Stadium,2013-05-07,2013
97,Cheteshwar Pujara,51,45,8,0,PBKS,IS Bindra Stadium,2013-05-06,2013
98,Ajinkya Rahane,68,46,8,1,MI,Sawai Mansingh Stadium,2013-04-17,2013
99,Mahela Jayawardena,66,46,8,1,KKR,Eden Gardens,2013-04-03,2013
100,Murali Vijay,55,49,6,0,RR,Sawai Mansingh Stadium,2013-05-12,2013
101,Murali Vijay,50,50,3,1,PBKS,IS Bindra Stadium,2013-04-10,2013
1,Yusuf Pathan,72,15,5,7,SRH,Eden Gardens,2014-05-24,2014
2,Suresh Raina,87,16,12,6,PBKS,Wankhede Stadium,2014-05-30,2014
3,David Miller,51,19,0,6,RR,Sharjah Cricket Stadium,2014-04-20,2014
4,Virender Sehwag,122,21,12,8,CSK,Wankhede Stadium,2014-05-30,2014
5,Glenn Maxwell,95,21,5,9,SRH,Sharjah Cricket Stadium,2014-04-22,2014
6,Glenn Maxwell,90,22,6,8,CSK,Barabati Stadium,2014-05-07,2014
7,Wriddhiman Saha,54,22,8,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,2014-05-14,2014
8,Faf du Plessis,52,22,7,1,PBKS,Barabati Stadium,2014-05-07,2014
9,AB de Villiers,89,23,6,8,SRH,M. Chinnaswamy Stadium,2014-05-04,2014
10,David Miller,66,23,8,3,RCB,M. Chinnaswamy Stadium,2014-05-09,2014
11,Yuvraj Singh,83,24,7,7,RR,M. Chinnaswamy Stadium,2014-05-11,2014
12,Yuvraj Singh,68,24,1,9,DC,M. Chinnaswamy Stadium,2014-05-13,2014
13,Glenn Maxwell,95,25,15,2,CSK,Zayed Cricket Stadium,2014-04-18,2014
14,Corey Anderson,95,25,9,6,RR,Wankhede Stadium,2014-05-25,2014
15,David Warner,90,25,12,3,CSK,JSCA Stadium,2014-05-22,2014
16,AB de Villiers,53,25,1,5,PBKS,M. Chinnaswamy Stadium,2014-05-09,2014
17,Karun Nair,50,26,7,2,MI,Wankhede Stadium,2014-05-25,2014
18,Lendl Simmons,100,27,14,2,PBKS,IS Bindra Stadium,2014-05-21,2014
19,Dwayne Smith,50,27,6,3,RR,Dubai International Stadium,2014-04-23,2014
20,Glenn Maxwell,89,28,8,6,RR,Sharjah Cricket Stadium,2014-04-20,2014
21,Michael Hussey,56,28,7,2,DC,Wankhede Stadium,2014-05-23,2014
22,Yuvraj Singh,52,28,3,5,DC,Sharjah Cricket Stadium,2014-04-17,2014
23,Shane Watson,50,28,5,3,PBKS,Sharjah Cricket Stadium,2014-04-20,2014
24,Wriddhiman Saha,115,29,10,8,KKR,M. Chinnaswamy Stadium,2014-06-01,2014
25,Naman Ojha,79,29,4,7,PBKS,Rajiv Gandhi Intl. Cricket Stadium,2014-05-14,2014
26,Robin Uthappa,67,29,10,1,CSK,Eden Gardens,2014-05-20,2014
27,Suresh Raina,54,29,4,2,MI,Brabourne Stadium,2014-05-28,2014
28,Brendon McCullum,67,30,4,5,PBKS,Zayed Cricket Stadium,2014-04-18,2014
29,AB de Villiers,58,30,1,5,RR,M. Chinnaswamy Stadium,2014-05-11,2014
30,David Warner,55,30,6,2,MI,Rajiv Gandhi Intl. Cricket Stadium,2014-05-12,2014
31,Manish Pandey,94,31,7,6,PBKS,M. Chinnaswamy Stadium,2014-06-01,2014
32,Rohit Sharma,59,31,3,4,RCB,Wankhede Stadium,2014-05-06,2014
33,Shakib Al Hasan,60,32,5,3,RCB,Eden Gardens,2014-05-22,2014
34,Michael Hussey,56,32,3,2,RR,Narendra Modi Stadium,2014-05-19,2014
35,Brendon McCullum,56,32,5,2,KKR,JSCA Stadium,2014-05-02,2014
36,David Miller,54,32,3,3,CSK,Zayed Cricket Stadium,2014-04-18,2014
37,Gautam Gambhir,54,32,6,1,RR,Narendra Modi Stadium,2014-05-05,2014
38,Sanju Samson,52,32,3,4,PBKS,Sharjah Cricket Stadium,2014-04-20,2014
39,David Hussey,50,33,5,2,SRH,JSCA Stadium,2014-05-22,2014
40,Robin Uthappa,83,34,10,1,RCB,Eden Gardens,2014-05-22,2014
41,Robin Uthappa,80,34,9,3,MI,Barabati Stadium,2014-05-14,2014
42,Ambati Rayudu,68,34,7,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,2014-05-12,2014
43,Virat Kohli,67,34,4,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,2014-05-20,2014
44,Kevin Pietersen,58,34,9,0,PBKS,IS Bindra Stadium,2014-05-25,2014
45,Karun Nair,56,34,8,0,RCB,M. Chinnaswamy Stadium,2014-05-11,2014
46,Virender Sehwag,72,35,11,1,KKR,Barabati Stadium,2014-05-11,2014
47,Dinesh Karthik,69,35,7,3,PBKS,Arun Jaitley Stadium,2014-05-19,2014
48,Suresh Raina,62,35,6,1,RCB,JSCA Stadium,2014-05-18,2014
49,JP Duminy,52,35,3,3,KKR,Dubai International Stadium,2014-04-19,2014
50,Shane Watson,51,35,3,4,CSK,JSCA Stadium,2014-05-13,2014
51,Dinesh Karthik,51,35,4,3,CSK,Arun Jaitley Stadium,2014-05-05,2014
52,Sanju Samson,74,36,7,3,MI,Wankhede Stadium,2014-05-25,2014
53,Brendon McCullum,71,36,8,2,MI,Dubai International Stadium,2014-04-25,2014
54,Lendl Simmons,67,36,5,4,CSK,Brabourne Stadium,2014-05-28,2014
55,Dinesh Karthik,56,36,5,2,KKR,Dubai International Stadium,2014-04-19,2014
56,Suresh Raina,56,36,5,1,DC,Zayed Cricket Stadium,2014-04-21,2014
57,Aaron Finch,88,37,8,4,DC,Dubai International Stadium,2014-04-25,2014
58,Kieron Pollard,78,37,3,6,SRH,Dubai International Stadium,2014-04-30,2014
59,Jacques Kallis,72,37,5,3,MI,Zayed Cricket Stadium,2014-04-16,2014
60,Dwayne Smith,66,37,4,5,SRH,Sharjah Cricket Stadium,2014-04-27,2014
61,Dwayne Smith,66,37,6,3,PBKS,Zayed Cricket Stadium,2014-04-18,2014
62,Dwayne Smith,79,38,4,8,DC,Arun Jaitley Stadium,2014-05-05,2014
63,Gautam Gambhir,63,38,7,0,PBKS,Barabati Stadium,2014-05-11,2014
64,Ambati Rayudu,59,38,2,4,CSK,Wankhede Stadium,2014-05-10,2014
65,Robin Uthappa,55,38,6,1,DC,Dubai International Stadium,2014-04-19,2014
66,Gautam Gambhir,69,39,5,2,DC,Arun Jaitley Stadium,2014-05-07,2014
67,Lendl Simmons,68,39,5,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,2014-05-12,2014
68,Robin Uthappa,65,39,5,3,RR,Narendra Modi Stadium,2014-05-05,2014
69,Manoj Tiwary,61,39,5,2,RR,Narendra Modi Stadium,2014-05-15,2014
70,MS Dhoni,57,39,2,4,SRH,JSCA Stadium,2014-05-22,2014
71,Murali Vijay,52,39,7,1,SRH,Dubai International Stadium,2014-04-25,2014
72,Shikhar Dhawan,50,39,7,1,RCB,Rajiv Gandhi Intl. Cricket Stadium,2014-05-20,2014
73,Virat Kohli,73,40,2,5,CSK,M. Chinnaswamy Stadium,2014-05-24,2014
74,Shikhar Dhawan,64,40,4,2,CSK,JSCA Stadium,2014-05-22,2014
75,David Warner,58,40,3,3,DC,Dubai International Stadium,2014-04-25,2014
76,Rohit Sharma,50,40,3,2,CSK,Dubai International Stadium,2014-04-25,2014
77,Karun Nair,73,41,8,2,DC,Arun Jaitley Stadium,2014-05-03,2014
78,Aaron Finch,68,41,7,2,MI,Rajiv Gandhi Intl. Cricket Stadium,2014-05-12,2014
79,David Warner,65,41,1,4,MI,Dubai International Stadium,2014-04-30,2014
80,David Warner,59,41,3,4,RCB,Rajiv Gandhi Intl. Cricket Stadium,2014-05-20,2014
81,Manan Vohra,67,42,6,2,KKR,M. Chinnaswamy Stadium,2014-06-01,2014
82,Manish Pandey,64,42,6,2,MI,Zayed Cricket Stadium,2014-04-16,2014
83,Parthiv Patel,57,42,7,0,MI,Dubai International Stadium,2014-04-19,2014
84,Suresh Raina,65,43,3,5,KKR,Eden Gardens,2014-05-20,2014
85,Lendl Simmons,62,43,6,2,RR,Narendra Modi Stadium,2014-05-19,2014
86,David Warner,61,43,4,3,RCB,M. Chinnaswamy Stadium,2014-05-04,2014
87,Wriddhiman Saha,59,43,4,3,MI,Wankhede Stadium,2014-05-03,2014
88,Faf du Plessis,54,43,3,3,RCB,M. Chinnaswamy Stadium,2014-05-24,2014
89,Rohit Sharma,51,43,4,2,KKR,Barabati Stadium,2014-05-14,2014
