POS,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date,Year
124,Laxmi Ratan Shukla,4.0,25,3,0,11,8.0,MI,St George's Park,2009-04-27,2009
125,Ryan Harris,4.0,25,0,0,11,0.0,MI,Supersport Park,2009-05-06,2009
126,Ajit Agarkar,3.0,19,0,0,11,0.0,DC,New Wanderers Stadium,2009-05-10,2009
127,Irfan Pathan,4.0,26,2,0,11,12.0,RR,Newlands,2009-04-26,2009
128,Wilkin Mota,4.0,26,1,0,11,24.0,DEC,De Beers Diamond Oval,2009-05-09,2009
129,Jacques Kallis,4.0,26,1,0,11,24.0,CSK,New Wanderers Stadium,2009-05-23,2009
130,Abhishek Nayar,4.0,26,0,0,11,0.0,RCB,New Wanderers Stadium,2009-05-03,2009
131,RP Singh,3.0,20,1,0,11,18.0,DC,Supersport Park,2009-04-30,2009
132,Piyush Chawla,4.0,27,2,0,11,12.0,KKR,St George's Park,2009-05-03,2009
133,Thilan Thushara,4.0,28,2,0,11,12.0,PBKS,Kingsmead,2009-05-20,2009
134,Dimitri Mascarenhas,4.0,28,2,0,11,12.0,DC,Supersport Park,2009-04-28,2009
135,Andrew Symonds,4.0,28,1,0,11,24.0,KKR,New Wanderers Stadium,2009-05-16,2009
136,Lasith Malinga,4.0,28,1,0,11,24.0,RR,Kingsmead,2009-05-14,2009
137,Dhawal Kulkarni,4.0,29,0,0,11,0.0,RR,Kingsmead,2009-05-14,2009
138,Lasith Malinga,4.0,30,1,0,11,24.0,DC,Buffalo Park,2009-05-08,2009
139,Yusuf Abdulla,4.0,31,4,0,11,6.0,RCB,Kingsmead,2009-04-24,2009
140,Albie Morkel,4.0,31,1,0,11,24.0,MI,St George's Park,2009-05-16,2009
141,Brett Lee,4.0,31,0,0,11,0.0,DEC,New Wanderers Stadium,2009-05-17,2009
142,Albie Morkel,3.0,24,2,1,11,9.0,DEC,Buffalo Park,2009-05-04,2009
143,Piyush Chawla,4.0,32,1,0,11,24.0,MI,Supersport Park,2009-05-12,2009
144,RP Singh,4.0,33,2,0,11,12.0,DC,Supersport Park,2009-05-22,2009
145,Vinay Kumar,4.0,33,2,0,11,12.0,KKR,Supersport Park,2009-05-12,2009
146,Ishant Sharma,4.0,36,2,0,11,12.0,KKR,Newlands,2009-04-23,2009
147,Ishant Sharma,4.0,36,2,0,11,12.0,RR,Newlands,2009-04-23,2009
148,Munaf Patel,4.0,39,2,0,11,12.0,DC,OUTsurance Oval,2009-05-17,2009
149,Jacques Kallis,4.0,40,0,0,11,0.0,KKR,Supersport Park,2009-05-12,2009
150,Ishant Sharma,4.0,40,0,0,11,0.0,RCB,Supersport Park,2009-05-12,2009
1,Dirk Nannes,4.0,12,2,0,18,12.0,PBKS,IS Bindra Stadium,2010-03-13,2010
2,Ravichandran Ashwin,4.0,13,2,0,18,12.0,DEC,Vidarbha Cricket Association Stadium,2010-04-10,2010
3,Doug Bollinger,4.0,13,4,1,17,6.0,DEC,DY Patil Stadium,2010-04-22,2010
4,Doug Bollinger,4.0,15,2,1,17,12.0,KKR,Chidambaram,2010-04-13,2010
5,Ramesh Powar,4.0,25,0,0,17,0.0,DC,Arun Jaitley Stadium,2010-04-11,2010
6,Dale Steyn,4.0,15,1,0,16,24.0,RR,Sawai Mansingh Stadium,2010-04-14,2010
7,Sanath Jayasuriya,4.0,17,2,0,16,12.0,DC,Arun Jaitley Stadium,2010-03-17,2010
8,Ravichandran Ashwin,4.0,14,1,0,15,24.0,DEC,DY Patil Stadium,2010-04-22,2010
9,Dale Steyn,3.0,11,1,1,15,18.0,DEC,DY Patil Stadium,2010-04-24,2010
10,Ravichandran Ashwin,4.0,16,3,0,15,8.0,KKR,Chidambaram,2010-04-13,2010
11,Muttiah Muralitharan,4.0,16,3,0,15,8.0,PBKS,Chidambaram,2010-03-21,2010
12,Praveen Kumar,4.0,18,3,0,15,8.0,RR,M. Chinnaswamy Stadium,2010-03-18,2010
13,Shane Bond,4.0,20,1,1,15,24.0,RR,Eden Gardens,2010-04-17,2010
14,Doug Bollinger,4.0,15,2,0,14,12.0,RR,Chidambaram,2010-04-03,2010
15,Piyush Chawla,4.0,16,2,0,14,12.0,DC,Arun Jaitley Stadium,2010-04-11,2010
16,Shadab Jakati,4.0,17,2,1,14,12.0,RCB,Chidambaram,2010-03-31,2010
17,Zaheer Khan,4.0,17,2,1,14,12.0,RR,Sawai Mansingh Stadium,2010-04-11,2010
18,Anil Kumble,4.0,17,1,0,14,24.0,KKR,M. Chinnaswamy Stadium,2010-04-10,2010
19,Nayan Doshi,4.0,17,1,0,14,24.0,DEC,DY Patil Stadium,2010-04-24,2010
20,Dale Steyn,4.0,18,0,0,14,0.0,RR,M. Chinnaswamy Stadium,2010-03-18,2010
21,Anil Kumble,4.0,19,0,0,14,0.0,KKR,Eden Gardens,2010-03-14,2010
22,Ramesh Powar,4.0,22,1,0,14,24.0,CSK,Chidambaram,2010-03-21,2010
23,Dale Steyn,4.0,26,3,0,14,8.0,MI,Brabourne Stadium,2010-03-20,2010
24,Zaheer Khan,4.0,27,2,0,14,12.0,KKR,Brabourne Stadium,2010-03-22,2010
25,Chaminda Vaas,4.0,27,2,0,14,12.0,PBKS,Barabati Stadium,2010-03-19,2010
26,Kemar Roach,4.0,32,0,0,14,0.0,MI,DY Patil Stadium,2010-03-28,2010
27,Anil Kumble,3.5,9,3,0,13,7.66,RR,M. Chinnaswamy Stadium,2010-03-18,2010
28,Amit Mishra,4.0,13,1,0,13,24.0,CSK,Chidambaram,2010-04-15,2010
29,Lasith Malinga,3.4,12,3,0,13,7.33,DEC,DY Patil Stadium,2010-03-28,2010
30,Muttiah Muralitharan,4.0,16,1,0,13,24.0,DEC,DY Patil Stadium,2010-04-22,2010
31,RP Singh,4.0,17,3,0,13,8.0,RR,Vidarbha Cricket Association Stadium,2010-04-05,2010
32,MF Maharoof,3.0,13,2,0,13,9.0,RR,Arun Jaitley Stadium,2010-03-31,2010
33,Dale Steyn,4.0,18,3,0,13,8.0,DEC,Vidarbha Cricket Association Stadium,2010-04-12,2010
34,Virender Sehwag,4.0,18,2,0,13,12.0,CSK,Chidambaram,2010-04-15,2010
35,Praveen Kumar,4.0,18,2,0,13,12.0,DEC,DY Patil Stadium,2010-04-24,2010
36,Anil Kumble,3.3,16,4,0,13,5.25,DEC,DY Patil Stadium,2010-04-24,2010
37,Shane Watson,4.0,19,1,0,13,24.0,PBKS,Sawai Mansingh Stadium,2010-04-07,2010
38,Sudeep Tyagi,4.0,19,0,0,13,0.0,RCB,M. Chinnaswamy Stadium,2010-03-23,2010
39,Pradeep Sangwan,4.0,20,1,0,13,24.0,RR,Narendra Modi Stadium,2010-03-15,2010
40,Shane Warne,4.0,21,4,0,13,6.0,DEC,Vidarbha Cricket Association Stadium,2010-04-05,2010
41,Chaminda Vaas,4.0,21,3,1,13,8.0,CSK,Chidambaram,2010-03-14,2010
42,Shane Watson,3.0,17,0,0,13,0.0,KKR,Eden Gardens,2010-04-17,2010
43,Albie Morkel,4.0,23,2,0,13,12.0,PBKS,Chidambaram,2010-03-21,2010
44,Dilhara Fernando,4.0,24,2,0,13,12.0,RCB,M. Chinnaswamy Stadium,2010-04-17,2010
45,Shane Bond,4.0,24,2,0,13,12.0,PBKS,IS Bindra Stadium,2010-03-27,2010
46,Shane Watson,4.0,24,0,0,13,0.0,RCB,Sawai Mansingh Stadium,2010-04-14,2010
47,Ravichandran Ashwin,4.0,24,0,1,13,0.0,MI,DY Patil Stadium,2010-04-25,2010
48,Muttiah Muralitharan,4.0,25,3,0,13,8.0,RCB,M. Chinnaswamy Stadium,2010-03-23,2010
49,Amit Mishra,4.0,25,3,0,13,8.0,RR,Arun Jaitley Stadium,2010-03-31,2010
50,Harmeet Singh Bansal,4.0,25,2,0,13,12.0,RR,Vidarbha Cricket Association Stadium,2010-04-05,2010
51,Vinay Kumar,4.0,25,0,0,13,0.0,RR,M. Chinnaswamy Stadium,2010-03-18,2010
52,Ashish Nehra,4.0,26,3,0,13,8.0,CSK,Chidambaram,2010-04-15,2010
53,Dale Steyn,4.0,27,1,0,13,24.0,KKR,M. Chinnaswamy Stadium,2010-04-10,2010
54,Shane Warne,4.0,28,1,0,13,24.0,RCB,Sawai Mansingh Stadium,2010-04-14,2010
55,Amit Mishra,4.0,32,3,0,13,8.0,RCB,Arun Jaitley Stadium,2010-04-04,2010
56,Sarabjit Ladda,4.0,37,1,0,13,24.0,RR,Arun Jaitley Stadium,2010-03-31,2010
57,Praveen Kumar,4.0,16,1,0,12,24.0,KKR,Eden Gardens,2010-03-14,2010
58,Muttiah Muralitharan,4.0,16,1,0,12,24.0,KKR,Eden Gardens,2010-03-16,2010
59,Juan Theron,4.0,17,2,0,12,12.0,CSK,Chidambaram,2010-03-21,2010
60,Dirk Nannes,4.0,18,1,0,12,24.0,CSK,Arun Jaitley Stadium,2010-03-19,2010
61,Ryan Harris,3.0,14,0,0,12,0.0,RCB,DY Patil Stadium,2010-04-24,2010
62,Dirk Nannes,3.1,15,1,0,12,19.0,KKR,Arun Jaitley Stadium,2010-03-29,2010
63,Pragyan Ojha,4.0,19,0,0,12,0.0,KKR,DY Patil Stadium,2010-03-12,2010
64,Ashok Dinda,4.0,21,2,0,12,12.0,DC,Eden Gardens,2010-04-07,2010
65,Chaminda Vaas,4.0,21,1,0,12,24.0,DC,Barabati Stadium,2010-03-21,2010
66,Pragyan Ojha,3.5,22,0,0,12,0.0,RCB,DY Patil Stadium,2010-04-24,2010
67,Dilhara Fernando,4.0,23,2,0,12,12.0,CSK,DY Patil Stadium,2010-04-25,2010
68,Pragyan Ojha,4.0,24,2,0,12,12.0,MI,DY Patil Stadium,2010-03-28,2010
69,Umesh Yadav,4.0,24,2,0,12,12.0,DEC,Arun Jaitley Stadium,2010-04-18,2010
70,Doug Bollinger,4.0,24,2,0,12,12.0,DC,Chidambaram,2010-04-15,2010
71,Dale Steyn,4.0,25,0,0,12,0.0,CSK,M. Chinnaswamy Stadium,2010-03-23,2010
72,Pankaj Singh,4.0,27,2,1,12,12.0,RR,Sawai Mansingh Stadium,2010-04-14,2010
73,Shalabh Srivastava,4.0,27,1,0,12,24.0,MI,Brabourne Stadium,2010-03-30,2010
74,Ryan Harris,4.0,27,1,0,12,24.0,PBKS,HPCA Stadium,2010-04-16,2010
75,Piyush Chawla,4.0,27,0,0,12,0.0,RR,Sawai Mansingh Stadium,2010-04-07,2010
76,Muttiah Muralitharan,4.0,28,0,0,12,0.0,DEC,Chidambaram,2010-03-14,2010
77,Anil Kumble,4.0,33,1,0,12,24.0,DC,Arun Jaitley Stadium,2010-04-04,2010
78,RP Singh,4.0,35,1,0,12,24.0,KKR,DY Patil Stadium,2010-03-12,2010
79,Lasith Malinga,4.0,36,2,0,12,12.0,PBKS,IS Bindra Stadium,2010-04-09,2010
80,Yuvraj Singh,4.0,14,1,0,11,24.0,DC,Arun Jaitley Stadium,2010-04-11,2010
81,Amit Mishra,4.0,15,1,0,11,24.0,PBKS,Arun Jaitley Stadium,2010-04-11,2010
82,Shane Warne,4.0,15,1,0,11,24.0,DEC,Narendra Modi Stadium,2010-03-26,2010
83,Anil Kumble,4.0,15,1,0,11,24.0,CSK,M. Chinnaswamy Stadium,2010-03-23,2010
84,Pragyan Ojha,4.0,16,2,0,11,12.0,DC,Arun Jaitley Stadium,2010-04-18,2010
85,Anil Kumble,4.0,16,1,0,11,24.0,CSK,Chidambaram,2010-03-31,2010
86,Ryan Harris,4.0,18,3,0,11,8.0,CSK,Vidarbha Cricket Association Stadium,2010-04-10,2010
87,Anil Kumble,4.0,18,1,0,11,24.0,MI,Brabourne Stadium,2010-03-20,2010
88,Zaheer Khan,4.0,18,1,0,11,24.0,RCB,Brabourne Stadium,2010-03-20,2010
89,Paul Collingwood,4.0,19,2,0,11,12.0,PBKS,Arun Jaitley Stadium,2010-04-11,2010
90,Tillakaratne Dilshan,4.0,19,1,0,11,24.0,CSK,Chidambaram,2010-04-15,2010
91,Jacques Kallis,4.0,19,1,0,11,24.0,RR,Sawai Mansingh Stadium,2010-04-14,2010
92,Ashok Dinda,4.0,20,1,0,11,24.0,MI,Eden Gardens,2010-04-19,2010
93,Ravichandran Ashwin,4.0,20,1,0,11,24.0,PBKS,HPCA Stadium,2010-04-18,2010
94,Yuvraj Singh,4.0,21,2,0,11,12.0,DEC,Barabati Stadium,2010-03-19,2010
95,Praveen Kumar,4.0,21,1,0,11,24.0,CSK,M. Chinnaswamy Stadium,2010-03-23,2010
96,Pragyan Ojha,4.0,22,2,0,11,12.0,RCB,Vidarbha Cricket Association Stadium,2010-04-12,2010
97,Shaun Tait,4.0,22,2,0,11,12.0,CSK,Narendra Modi Stadium,2010-03-28,2010
98,Ravichandran Ashwin,4.0,22,1,0,11,24.0,KKR,Eden Gardens,2010-03-16,2010
99,Dirk Nannes,4.0,22,0,0,11,0.0,DEC,Arun Jaitley Stadium,2010-04-18,2010
100,Ryan McLaren,4.0,23,1,0,11,24.0,CSK,Brabourne Stadium,2010-03-25,2010
101,Harbhajan Singh,4.0,23,1,0,11,24.0,CSK,Chidambaram,2010-04-06,2010
102,Lasith Malinga,3.2,20,1,0,11,20.0,DEC,Brabourne Stadium,2010-04-03,2010
103,Pragyan Ojha,4.0,26,3,0,11,8.0,MI,Brabourne Stadium,2010-04-03,2010
104,Andrew Symonds,4.0,26,2,0,11,12.0,KKR,Eden Gardens,2010-04-01,2010
105,Shaun Tait,4.0,26,0,0,11,0.0,DC,Narendra Modi Stadium,2010-03-15,2010
106,Irfan Pathan,3.4,24,3,0,11,7.33,DC,Arun Jaitley Stadium,2010-04-11,2010
107,Dirk Nannes,4.0,27,1,0,11,24.0,RR,Narendra Modi Stadium,2010-03-15,2010
108,Ishant Sharma,4.0,27,0,0,11,0.0,RCB,Eden Gardens,2010-03-14,2010
109,Ali Murtaza,4.0,27,0,0,11,0.0,KKR,Eden Gardens,2010-04-19,2010
110,Ramesh Powar,4.0,28,2,0,11,12.0,CSK,HPCA Stadium,2010-04-18,2010
111,Thilan Thushara,4.0,28,2,0,11,12.0,RR,Narendra Modi Stadium,2010-03-28,2010
112,Piyush Chawla,4.0,28,1,0,11,24.0,CSK,HPCA Stadium,2010-04-18,2010
113,Dilhara Fernando,4.0,28,1,0,11,24.0,RCB,DY Patil Stadium,2010-04-21,2010
114,Shane Bond,4.0,28,1,0,11,24.0,DEC,Eden Gardens,2010-04-01,2010
115,Albie Morkel,4.0,28,1,0,11,24.0,RCB,M. Chinnaswamy Stadium,2010-03-23,2010
116,Sarabjit Ladda,4.0,28,0,0,11,0.0,RR,Narendra Modi Stadium,2010-03-15,2010
117,Irfan Pathan,3.5,27,1,0,11,23.0,DC,IS Bindra Stadium,2010-03-13,2010
118,Shadab Jakati,4.0,29,1,0,11,24.0,DEC,Vidarbha Cricket Association Stadium,2010-04-10,2010
119,Pradeep Sangwan,4.0,32,1,0,11,24.0,PBKS,IS Bindra Stadium,2010-03-13,2010
120,Lasith Malinga,4.0,33,0,0,11,0.0,CSK,DY Patil Stadium,2010-04-25,2010
121,Ryan Harris,4.0,34,2,0,11,12.0,RR,Vidarbha Cricket Association Stadium,2010-04-05,2010
122,Pradeep Sangwan,4.0,35,2,0,11,12.0,MI,Brabourne Stadium,2010-04-13,2010
123,MF Maharoof,4.0,37,2,0,11,12.0,PBKS,IS Bindra Stadium,2010-03-13,2010
124,Ryan Harris,4.0,37,2,0,11,12.0,RCB,M. Chinnaswamy Stadium,2010-04-08,2010
125,Doug Bollinger,4.0,39,1,0,11,24.0,MI,Chidambaram,2010-04-06,2010
126,Amit Mishra,4.0,41,0,0,11,0.0,KKR,Eden Gardens,2010-04-07,2010
127,RP Singh,4.0,43,1,0,11,24.0,PBKS,Barabati Stadium,2010-03-19,2010
128,Kieron Pollard,4.0,15,0,0,10,0.0,DC,Brabourne Stadium,2010-04-13,2010
129,Amit Mishra,3.0,12,1,0,10,18.0,DEC,Barabati Stadium,2010-03-21,2010
130,Kieron Pollard,4.0,17,3,0,10,8.0,RCB,DY Patil Stadium,2010-04-21,2010
131,Andrew Symonds,4.0,18,1,0,10,24.0,CSK,DY Patil Stadium,2010-04-22,2010
132,Amit Mishra,4.0,18,1,0,10,24.0,KKR,Arun Jaitley Stadium,2010-03-29,2010
133,Siddharth Trivedi,4.0,18,0,0,10,0.0,CSK,Narendra Modi Stadium,2010-03-28,2010
134,Dale Steyn,4.0,18,0,0,10,0.0,MI,M. Chinnaswamy Stadium,2010-04-17,2010
135,Ashok Dinda,3.1,15,2,0,10,9.5,RCB,M. Chinnaswamy Stadium,2010-04-10,2010
136,Angelo Mathews,4.0,19,4,0,10,6.0,RCB,Eden Gardens,2010-03-14,2010
137,RP Singh,4.0,21,2,0,10,12.0,RCB,Vidarbha Cricket Association Stadium,2010-04-12,2010
138,Harmeet Singh Bansal,4.0,21,1,0,10,24.0,CSK,Vidarbha Cricket Association Stadium,2010-04-10,2010
139,Lasith Malinga,4.0,22,4,0,10,6.0,PBKS,Brabourne Stadium,2010-03-30,2010
140,Shaun Tait,4.0,22,3,0,10,8.0,DEC,Narendra Modi Stadium,2010-03-26,2010
141,Ravichandran Ashwin,4.0,22,2,0,10,12.0,MI,Chidambaram,2010-04-06,2010
142,Yusuf Pathan,4.0,23,2,0,10,12.0,KKR,Narendra Modi Stadium,2010-03-20,2010
143,Andrew Symonds,4.0,23,1,0,10,24.0,CSK,Vidarbha Cricket Association Stadium,2010-04-10,2010
144,Amit Mishra,4.0,23,1,0,10,24.0,PBKS,IS Bindra Stadium,2010-03-13,2010
145,Shadab Jakati,4.0,23,1,0,10,24.0,KKR,Chidambaram,2010-04-13,2010
146,Ramesh Powar,4.0,23,0,0,10,0.0,KKR,Eden Gardens,2010-04-04,2010
147,Lasith Malinga,4.0,23,0,0,10,0.0,RR,Sawai Mansingh Stadium,2010-04-11,2010
148,Ashok Dinda,4.0,24,2,0,10,12.0,RR,Eden Gardens,2010-04-17,2010
149,Shanthakumaran Sreesanth,4.0,24,2,0,10,12.0,DC,IS Bindra Stadium,2010-03-13,2010
150,Kieron Pollard,4.0,24,1,0,10,24.0,DC,Arun Jaitley Stadium,2010-03-17,2010
1,Morne Morkel,4.0,32,1,0,18,24.0,PBKS,Arun Jaitley Stadium,2011-04-23,2011
2,Rahul Sharma,4.0,7,2,0,17,12.0,MI,DY Patil Stadium,2011-05-04,2011
3,Rahul Sharma,4.0,13,3,1,17,8.0,RR,Sawai Mansingh Stadium,2011-05-01,2011
4,RP Singh,4.0,17,1,0,17,24.0,RR,Holkar Cricket Stadium,2011-05-15,2011
5,Munaf Patel,4.0,18,2,1,17,12.0,RR,Sawai Mansingh Stadium,2011-04-29,2011
6,Praveen Kumar,4.0,19,2,1,17,12.0,MI,IS Bindra Stadium,2011-05-10,2011
7,Amit Mishra,4.0,9,4,1,16,6.0,PBKS,HPCA Stadium,2011-05-21,2011
8,Brad Hodge,4.0,13,4,0,16,6.0,RR,Holkar Cricket Stadium,2011-05-15,2011
9,Lasith Malinga,3.4,13,5,1,16,4.4,DC,Arun Jaitley Stadium,2011-04-10,2011
10,Ishant Sharma,4.0,16,2,0,16,12.0,DC,Rajiv Gandhi Intl. Cricket Stadium,2011-05-05,2011
11,Shanthakumaran Sreesanth,4.0,16,2,0,16,12.0,RR,Holkar Cricket Stadium,2011-05-15,2011
12,Pragyan Ojha,4.0,16,0,0,16,0.0,MI,Wankhede Stadium,2011-05-14,2011
13,Dale Steyn,4.0,18,2,0,16,12.0,RR,Rajiv Gandhi Intl. Cricket Stadium,2011-04-09,2011
14,Amit Singh,4.0,18,1,1,16,24.0,DC,Sawai Mansingh Stadium,2011-04-12,2011
15,Dale Steyn,3.3,16,3,1,16,7.0,KTK,Jawaharlal Nehru Stadium,2011-04-27,2011
16,Wayne Parnell,4.0,20,1,0,16,24.0,PBKS,DY Patil Stadium,2011-04-10,2011
17,Shanthakumaran Sreesanth,4.0,22,0,1,16,0.0,DEC,Jawaharlal Nehru Stadium,2011-04-27,2011
18,RP Singh,4.0,25,4,0,16,6.0,PBKS,Holkar Cricket Stadium,2011-05-13,2011
19,Brett Lee,4.0,8,0,0,15,0.0,CSK,Eden Gardens,2011-05-07,2011
20,Shanthakumaran Sreesanth,4.0,10,2,1,15,12.0,DC,Jawaharlal Nehru Stadium,2011-04-30,2011
21,Amit Singh,4.0,14,2,0,15,12.0,MI,Sawai Mansingh Stadium,2011-04-29,2011
22,Daniel Vettori,4.0,15,2,0,15,12.0,CSK,M. Chinnaswamy Stadium,2011-05-22,2011
23,Piyush Chawla,4.0,17,4,0,15,6.0,RCB,HPCA Stadium,2011-05-17,2011
24,Shane Warne,4.0,17,2,0,15,12.0,DC,Sawai Mansingh Stadium,2011-04-12,2011
25,Praveen Kumar,4.0,17,1,1,15,24.0,PWI,IS Bindra Stadium,2011-05-08,2011
26,Zaheer Khan,4.0,19,2,1,15,12.0,CSK,M. Chinnaswamy Stadium,2011-05-22,2011
27,Albie Morkel,4.0,19,1,1,15,24.0,MI,Wankhede Stadium,2011-04-22,2011
28,Irfan Pathan,4.0,23,1,1,15,24.0,MI,Wankhede Stadium,2011-05-07,2011
29,RP Singh,4.0,24,1,0,15,24.0,CSK,Jawaharlal Nehru Stadium,2011-04-18,2011
30,Zaheer Khan,4.0,31,2,0,15,12.0,CSK,Wankhede Stadium,2011-05-24,2011
31,Praveen Kumar,4.0,32,1,1,15,24.0,DC,HPCA Stadium,2011-05-15,2011
32,Sreenath Aravind,4.0,14,4,0,14,6.0,PBKS,M. Chinnaswamy Stadium,2011-05-06,2011
33,Amit Mishra,4.0,14,2,0,14,12.0,MI,Rajiv Gandhi Intl. Cricket Stadium,2011-04-24,2011
34,Raiphi Gomez,4.0,14,2,1,14,12.0,KKR,Jawaharlal Nehru Stadium,2011-05-05,2011
35,Ali Murtaza,4.0,15,0,0,14,0.0,RR,Sawai Mansingh Stadium,2011-04-29,2011
36,Piyush Chawla,4.0,16,3,0,14,8.0,DC,HPCA Stadium,2011-05-15,2011
37,Alfonso Thomas,4.0,16,1,0,14,24.0,MI,Wankhede Stadium,2011-04-20,2011
38,Ryan Harris,4.0,16,1,0,14,24.0,DC,HPCA Stadium,2011-05-15,2011
39,Roelof van der Merwe,4.0,16,0,0,14,0.0,MI,Arun Jaitley Stadium,2011-04-10,2011
40,Ankeet Chavan,4.0,17,0,0,14,0.0,MI,Wankhede Stadium,2011-05-20,2011
41,Dan Christian,3.0,13,2,0,14,9.0,PWI,DY Patil Stadium,2011-05-16,2011
42,Jacques Kallis,4.0,18,2,0,14,12.0,MI,Wankhede Stadium,2011-05-25,2011
43,Iqbal Abdulla,4.0,19,2,0,14,12.0,PBKS,Eden Gardens,2011-04-30,2011
44,Sreenath Aravind,4.0,20,2,0,14,12.0,CSK,M. Chinnaswamy Stadium,2011-05-22,2011
45,Lasith Malinga,4.0,20,1,0,14,24.0,RR,Sawai Mansingh Stadium,2011-04-29,2011
46,Doug Bollinger,4.0,21,3,1,14,8.0,PWI,DY Patil Stadium,2011-04-27,2011
47,Ishant Sharma,4.0,21,1,0,14,24.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,2011-04-14,2011
48,Chris Gayle,4.0,26,1,0,14,24.0,KTK,M. Chinnaswamy Stadium,2011-05-08,2011
49,Varun Aaron,4.0,26,0,0,14,0.0,PBKS,HPCA Stadium,2011-05-15,2011
50,P Parameswaran,4.0,29,2,0,14,12.0,DC,Arun Jaitley Stadium,2011-05-02,2011
51,Johan van der Wath,4.0,30,1,0,14,24.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-04-14,2011
52,Pragyan Ojha,4.0,35,2,0,14,12.0,PWI,DY Patil Stadium,2011-05-16,2011
53,Lasith Malinga,4.0,9,3,0,13,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-04-24,2011
54,Morne Morkel,4.0,11,1,0,13,24.0,RR,Sawai Mansingh Stadium,2011-04-12,2011
55,Wayne Parnell,4.0,12,2,0,13,12.0,PBKS,IS Bindra Stadium,2011-05-08,2011
56,Shane Warne,4.0,13,1,0,13,24.0,MI,Sawai Mansingh Stadium,2011-04-29,2011
57,Praveen Kumar,3.0,11,0,1,13,0.0,RCB,HPCA Stadium,2011-05-17,2011
58,Siddharth Trivedi,4.0,15,3,0,13,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-04-09,2011
59,Iqbal Abdulla,4.0,15,1,0,13,24.0,CSK,Eden Gardens,2011-05-07,2011
60,Shakib Al Hasan,4.0,16,2,0,13,12.0,PWI,DY Patil Stadium,2011-05-19,2011
61,Ali Murtaza,4.0,18,2,0,13,12.0,PWI,Wankhede Stadium,2011-04-20,2011
62,Rahul Sharma,4.0,18,1,0,13,24.0,KTK,DY Patil Stadium,2011-04-13,2011
63,Rajat Bhatia,4.0,18,0,0,13,0.0,PBKS,Eden Gardens,2011-04-30,2011
64,Sreenath Aravind,4.0,20,2,0,13,12.0,KTK,M. Chinnaswamy Stadium,2011-05-08,2011
65,Munaf Patel,4.0,21,5,0,13,4.8,PBKS,IS Bindra Stadium,2011-05-10,2011
66,Shane Warne,4.0,21,2,0,13,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-04-09,2011
67,Ali Murtaza,4.0,21,1,0,13,24.0,DC,Arun Jaitley Stadium,2011-04-10,2011
68,Lakshmipathy Balaji,4.0,23,0,0,13,0.0,KTK,Eden Gardens,2011-04-20,2011
69,Dale Steyn,4.0,24,3,0,13,8.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,2011-04-14,2011
70,Jaydev Unadkat,4.0,24,1,0,13,24.0,DC,Arun Jaitley Stadium,2011-04-28,2011
71,Lasith Malinga,4.0,25,3,0,13,8.0,PWI,DY Patil Stadium,2011-05-04,2011
72,Morne Morkel,4.0,25,3,0,13,8.0,RCB,Arun Jaitley Stadium,2011-04-26,2011
73,Ryan Harris,4.0,25,1,0,13,24.0,CSK,IS Bindra Stadium,2011-04-13,2011
74,Ryan Harris,4.0,26,1,0,13,24.0,PWI,IS Bindra Stadium,2011-05-08,2011
75,Harmeet Singh Bansal,4.0,27,2,0,13,12.0,DC,Arun Jaitley Stadium,2011-04-19,2011
76,Shaun Tait,3.5,29,1,0,13,23.0,KKR,Eden Gardens,2011-04-17,2011
77,Zaheer Khan,4.0,36,0,0,13,0.0,MI,M. Chinnaswamy Stadium,2011-04-12,2011
78,Ishant Sharma,3.0,12,5,0,12,3.6,KTK,Jawaharlal Nehru Stadium,2011-04-27,2011
79,Ravichandran Ashwin,3.0,12,2,0,12,9.0,KKR,Eden Gardens,2011-05-07,2011
80,Rahul Sharma,4.0,17,2,0,12,12.0,PBKS,IS Bindra Stadium,2011-05-08,2011
81,Lasith Malinga,4.0,17,1,0,12,24.0,DEC,Wankhede Stadium,2011-05-14,2011
82,Morne Morkel,4.0,18,3,0,12,8.0,KTK,Jawaharlal Nehru Stadium,2011-04-30,2011
83,Ravichandran Ashwin,4.0,18,1,0,12,24.0,RCB,M. Chinnaswamy Stadium,2011-05-22,2011
84,Shane Watson,4.0,19,3,0,12,8.0,MI,Wankhede Stadium,2011-05-20,2011
85,Ravichandran Ashwin,4.0,19,2,1,12,12.0,PWI,Chidambaram,2011-04-25,2011
86,Ravichandran Ashwin,4.0,19,2,0,12,12.0,DC,Chidambaram,2011-05-12,2011
87,Yusuf Pathan,4.0,20,3,1,12,8.0,KTK,Eden Gardens,2011-04-20,2011
88,Lasith Malinga,4.0,20,2,0,12,12.0,CSK,Wankhede Stadium,2011-04-22,2011
89,Syed Mohammad,4.0,20,1,0,12,24.0,KKR,Eden Gardens,2011-04-22,2011
90,Shane Watson,4.0,20,0,0,12,0.0,KKR,Eden Gardens,2011-04-17,2011
