POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date,Year
46,Dan Christian,17,5,340.0,0,2,PBKS,IS Bindra Stadium,2012-05-13,2012
47,Owais Shah,17,4,425.0,1,2,RCB,M. Chinnaswamy Stadium,2012-04-15,2012
48,Ambati Rayudu,17,4,425.0,1,2,RCB,M. Chinnaswamy Stadium,2012-05-14,2012
49,Suresh Raina,17,4,425.0,1,2,DEC,Chidambaram,2012-05-04,2012
50,Virender Sehwag,17,4,425.0,1,2,PWI,Arun Jaitley Stadium,2012-04-21,2012
51,James Franklin,17,4,425.0,1,2,PBKS,Wankhede Stadium,2012-04-22,2012
52,AB de Villiers,17,4,425.0,1,2,PWI,M. Chinnaswamy Stadium,2012-04-17,2012
53,Manvinder Bisla,17,5,340.0,4,0,CSK,Chidambaram,2012-05-27,2012
54,Ravindra Jadeja,17,5,340.0,1,2,DEC,ACA-VDCA Stadium,2012-04-07,2012
55,Brad Hodge,17,6,283.33,1,2,KKR,Sawai Mansingh Stadium,2012-04-08,2012
56,Chris Gayle,17,4,425.0,1,2,PWI,M. Chinnaswamy Stadium,2012-04-17,2012
57,Cameron White,17,5,340.0,1,2,CSK,Chidambaram,2012-05-04,2012
58,Chris Gayle,17,5,340.0,2,1,PBKS,M. Chinnaswamy Stadium,2012-05-02,2012
59,Mandeep Singh,16,6,266.66,2,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,2012-05-08,2012
60,Gurkeerat Mann Singh,16,4,400.0,2,1,DEC,IS Bindra Stadium,2012-05-13,2012
61,Rohit Sharma,16,5,320.0,2,1,KKR,Eden Gardens,2012-05-12,2012
62,Anustup Majumdar,16,6,266.66,0,2,RR,Maharashtra Cricket Association's International Stadium,2012-05-08,2012
63,Virender Sehwag,16,5,320.0,2,1,KKR,Arun Jaitley Stadium,2012-05-07,2012
64,Kevin Pietersen,16,6,266.66,1,2,DEC,Arun Jaitley Stadium,2012-04-19,2012
65,Ajinkya Rahane,16,6,266.66,4,0,PBKS,Sawai Mansingh Stadium,2012-04-06,2012
66,Stuart Binny,16,5,320.0,2,1,CSK,Sawai Mansingh Stadium,2012-05-10,2012
67,Yogesh Nagar,16,5,320.0,1,2,RR,Arun Jaitley Stadium,2012-04-29,2012
68,Suresh Raina,16,5,320.0,2,1,KKR,Chidambaram,2012-05-27,2012
69,Shane Watson,16,6,266.66,1,2,PWI,Maharashtra Cricket Association's International Stadium,2012-05-08,2012
70,Irfan Pathan,16,5,320.0,0,2,KKR,Eden Gardens,2012-04-05,2012
71,Brad Hodge,16,4,400.0,4,0,DEC,Sawai Mansingh Stadium,2012-04-17,2012
72,David Hussey,16,5,320.0,1,2,RCB,M. Chinnaswamy Stadium,2012-05-02,2012
73,Daniel Harris,16,5,320.0,1,2,RCB,M. Chinnaswamy Stadium,2012-05-06,2012
74,Mayank Agarwal,16,5,320.0,1,2,RR,M. Chinnaswamy Stadium,2012-04-15,2012
75,Ross Taylor,15,5,300.0,0,2,CSK,Chidambaram,2012-05-25,2012
76,Gautam Gambhir,15,5,300.0,2,1,RCB,M. Chinnaswamy Stadium,2012-04-10,2012
77,Shane Watson,15,4,375.0,2,1,PBKS,IS Bindra Stadium,2012-05-05,2012
78,Shikhar Dhawan,15,5,300.0,2,1,DC,Rajiv Gandhi Intl. Cricket Stadium,2012-05-10,2012
79,Mahela Jayawardena,15,6,250.0,3,0,MI,Arun Jaitley Stadium,2012-04-27,2012
80,Kieron Pollard,15,5,300.0,2,1,RR,Wankhede Stadium,2012-04-11,2012
81,MS Dhoni,15,6,250.0,1,1,MI,Wankhede Stadium,2012-05-06,2012
82,Harbhajan Singh,15,4,375.0,2,1,DC,Wankhede Stadium,2012-04-16,2012
83,Robin Peterson,15,4,375.0,2,1,PBKS,IS Bindra Stadium,2012-04-25,2012
84,Jesse Ryder,15,6,250.0,3,0,CSK,Maharashtra Cricket Association's International Stadium,2012-04-14,2012
85,Kieron Pollard,15,4,375.0,0,2,RCB,Wankhede Stadium,2012-05-09,2012
86,Shakib Al Hasan,15,5,300.0,0,2,PWI,Maharashtra Cricket Association's International Stadium,2012-05-19,2012
87,Piyush Chawla,15,6,250.0,2,1,PWI,Maharashtra Cricket Association's International Stadium,2012-04-08,2012
88,Subramaniam Badrinath,15,6,250.0,3,0,PWI,Chidambaram,2012-04-19,2012
89,Shaun Marsh,15,5,300.0,1,1,MI,Wankhede Stadium,2012-04-22,2012
90,David Warner,15,5,300.0,0,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,2012-05-10,2012
91,Richard Levi,15,5,300.0,2,1,CSK,Chidambaram,2012-04-04,2012
92,Shikhar Dhawan,15,4,375.0,2,1,DC,Rajiv Gandhi Intl. Cricket Stadium,2012-05-10,2012
93,Virat Kohli,15,4,375.0,0,2,CSK,Chidambaram,2012-04-12,2012
94,Cameron White,15,5,300.0,2,1,RCB,M. Chinnaswamy Stadium,2012-05-06,2012
95,Naman Ojha,15,5,300.0,0,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,2012-05-10,2012
96,Shane Watson,15,5,300.0,2,1,PWI,Maharashtra Cricket Association's International Stadium,2012-05-08,2012
97,AB de Villiers,15,4,375.0,2,1,DC,M. Chinnaswamy Stadium,2012-04-07,2012
98,Dwayne Smith,15,4,375.0,2,1,CSK,Wankhede Stadium,2012-05-06,2012
99,AB de Villiers,15,4,375.0,2,1,DEC,M. Chinnaswamy Stadium,2012-05-06,2012
100,Gautam Gambhir,15,5,300.0,2,1,DC,Arun Jaitley Stadium,2012-05-07,2012
101,Kevin Pietersen,15,5,300.0,2,1,MI,Arun Jaitley Stadium,2012-04-27,2012
102,Rohit Sharma,15,5,300.0,2,1,KKR,Eden Gardens,2012-05-12,2012
103,Shaun Marsh,15,4,375.0,2,1,CSK,Chidambaram,2012-04-28,2012
104,Bharat Chipli,14,5,280.0,2,1,DC,Arun Jaitley Stadium,2012-04-19,2012
105,James Franklin,14,4,350.0,0,2,PBKS,Wankhede Stadium,2012-04-22,2012
106,Rohit Sharma,14,6,233.33,2,1,KKR,Eden Gardens,2012-05-12,2012
107,Dwayne Bravo,14,4,350.0,0,2,DEC,ACA-VDCA Stadium,2012-04-07,2012
108,Shane Watson,14,5,280.0,2,1,PWI,Sawai Mansingh Stadium,2012-05-13,2012
109,Chris Gayle,14,4,350.0,0,2,DC,Arun Jaitley Stadium,2012-05-17,2012
110,Rahul Dravid,14,5,280.0,3,0,PBKS,IS Bindra Stadium,2012-05-05,2012
111,Irfan Pathan,14,5,280.0,3,0,PBKS,Arun Jaitley Stadium,2012-05-15,2012
112,David Warner,14,5,280.0,1,1,KKR,Arun Jaitley Stadium,2012-05-07,2012
113,Kieron Pollard,14,3,466.66,2,1,RCB,M. Chinnaswamy Stadium,2012-05-14,2012
114,Chris Gayle,14,5,280.0,2,1,PBKS,IS Bindra Stadium,2012-04-20,2012
115,Dwayne Smith,14,4,350.0,0,2,RR,Sawai Mansingh Stadium,2012-05-20,2012
116,Ankit Sharma,14,4,350.0,0,2,CSK,ACA-VDCA Stadium,2012-04-07,2012
117,Dwayne Smith,14,6,233.33,2,1,CSK,M. Chinnaswamy Stadium,2012-05-23,2012
118,James Franklin,14,6,233.33,2,1,PWI,Maharashtra Cricket Association's International Stadium,2012-05-03,2012
119,Gautam Gambhir,14,5,280.0,2,0,PBKS,IS Bindra Stadium,2012-04-18,2012
120,MS Dhoni,14,4,350.0,0,2,DC,Chidambaram,2012-05-25,2012
121,Rohit Sharma,14,3,466.66,0,2,DEC,ACA-VDCA Stadium,2012-04-09,2012
122,Bipul Sharma,14,6,233.33,1,1,PWI,Maharashtra Cricket Association's International Stadium,2012-04-08,2012
123,Mandeep Singh,14,6,233.33,3,0,MI,IS Bindra Stadium,2012-04-25,2012
124,Yusuf Pathan,14,3,466.66,2,1,DC,Maharashtra Cricket Association's International Stadium,2012-05-22,2012
125,Sachin Tendulkar,14,6,233.33,2,1,CSK,Wankhede Stadium,2012-05-06,2012
126,JP Duminy,14,5,280.0,1,1,RCB,Rajiv Gandhi Intl. Cricket Stadium,2012-05-20,2012
127,MS Dhoni,14,5,280.0,1,1,RCB,Chidambaram,2012-04-12,2012
128,Ambati Rayudu,14,4,350.0,0,2,DC,Arun Jaitley Stadium,2012-04-27,2012
129,Murali Vijay,14,6,233.33,2,1,KKR,Eden Gardens,2012-05-14,2012
130,Shikhar Dhawan,14,4,350.0,0,2,DC,Rajiv Gandhi Intl. Cricket Stadium,2012-05-10,2012
131,Suresh Raina,14,4,350.0,0,2,PBKS,HPCA Stadium,2012-05-17,2012
132,Richard Levi,14,4,350.0,2,1,RR,Wankhede Stadium,2012-04-11,2012
133,Manvinder Bisla,14,5,280.0,0,2,CSK,Chidambaram,2012-05-27,2012
134,Ajinkya Rahane,13,4,325.0,3,0,DC,Sawai Mansingh Stadium,2012-05-01,2012
135,Suresh Raina,13,5,260.0,0,1,KKR,Chidambaram,2012-05-27,2012
136,Sourav Ganguly,13,5,260.0,3,0,CSK,Chidambaram,2012-04-19,2012
137,Akshath Reddy,13,6,216.66,1,1,RR,Rajiv Gandhi Intl. Cricket Stadium,2012-05-18,2012
138,Owais Shah,13,4,325.0,1,1,KKR,Sawai Mansingh Stadium,2012-04-08,2012
139,Siddharth Chitnis,13,4,325.0,3,0,DC,HPCA Stadium,2012-05-19,2012
140,David Hussey,13,4,325.0,1,1,MI,IS Bindra Stadium,2012-04-25,2012
141,Michael Hussey,13,5,260.0,1,1,KKR,Chidambaram,2012-05-27,2012
142,Ashok Menaria,13,3,433.33,0,2,PBKS,IS Bindra Stadium,2012-05-05,2012
143,AB de Villiers,13,5,260.0,0,2,RR,Sawai Mansingh Stadium,2012-04-23,2012
144,Laxmi Ratan Shukla,13,6,216.66,1,1,DC,Eden Gardens,2012-04-05,2012
145,Steve Smith,13,4,325.0,0,2,PBKS,Maharashtra Cricket Association's International Stadium,2012-04-08,2012
146,Mayank Agarwal,13,5,260.0,0,2,CSK,Chidambaram,2012-04-12,2012
147,Gautam Gambhir,13,5,260.0,1,1,PBKS,IS Bindra Stadium,2012-04-18,2012
148,Chris Gayle,13,6,216.66,3,0,KKR,Eden Gardens,2012-04-28,2012
149,Tillakaratne Dilshan,13,4,325.0,3,0,PWI,Maharashtra Cricket Association's International Stadium,2012-05-11,2012
150,Naman Ojha,13,3,433.33,0,2,PBKS,Arun Jaitley Stadium,2012-05-15,2012
1,Chris Gayle,28,6,466.66,1,4,PWI,M. Chinnaswamy Stadium,2013-04-23,2013
2,Chris Gayle,28,5,560.0,1,4,PWI,M. Chinnaswamy Stadium,2013-04-23,2013
3,Chris Gayle,26,5,520.0,2,3,PWI,M. Chinnaswamy Stadium,2013-04-23,2013
4,AB de Villiers,26,6,433.33,3,2,PWI,Maharashtra Cricket Association's International Stadium,2013-05-02,2013
5,Rohit Sharma,26,6,433.33,2,3,PBKS,Wankhede Stadium,2013-04-29,2013
6,David Miller,25,6,416.66,3,2,RCB,IS Bindra Stadium,2013-05-06,2013
7,Virat Kohli,23,6,383.33,2,2,DC,Arun Jaitley Stadium,2013-05-10,2013
8,Suresh Raina,23,6,383.33,4,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,2013-05-08,2013
9,Dinesh Karthik,23,7,328.57,1,3,RCB,M. Chinnaswamy Stadium,2013-04-04,2013
10,Vinay Kumar,22,6,366.66,0,3,RR,Sawai Mansingh Stadium,2013-04-29,2013
11,Kieron Pollard,22,4,550.0,1,3,SRH,Wankhede Stadium,2013-05-13,2013
12,Chris Gayle,21,5,420.0,0,3,PBKS,M. Chinnaswamy Stadium,2013-05-14,2013
13,Ambati Rayudu,21,5,420.0,2,2,DC,Wankhede Stadium,2013-04-09,2013
14,Chris Gayle,20,7,285.71,5,0,PWI,M. Chinnaswamy Stadium,2013-04-23,2013
15,Sachin Tendulkar,20,6,333.33,5,0,KKR,Wankhede Stadium,2013-05-07,2013
16,AB de Villiers,20,6,333.33,2,1,CSK,Chidambaram,2013-04-13,2013
17,Eoin Morgan,20,6,333.33,3,1,SRH,Eden Gardens,2013-04-14,2013
18,Yusuf Pathan,19,5,380.0,3,1,MI,Eden Gardens,2013-04-24,2013
19,Thisara Perera,19,4,475.0,0,3,PBKS,Rajiv Gandhi Intl. Cricket Stadium,2013-04-19,2013
20,Virat Kohli,19,6,316.66,1,2,SRH,M. Chinnaswamy Stadium,2013-04-09,2013
21,Azhar Mahmood,19,6,316.66,3,1,MI,HPCA Stadium,2013-05-18,2013
22,Shane Watson,19,5,380.0,3,1,SRH,Sawai Mansingh Stadium,2013-04-27,2013
23,Robin Uthappa,19,6,316.66,1,2,RR,Maharashtra Cricket Association's International Stadium,2013-04-11,2013
24,Kieron Pollard,19,6,316.66,0,3,SRH,Wankhede Stadium,2013-05-13,2013
25,Chris Gayle,19,5,380.0,0,3,CSK,M. Chinnaswamy Stadium,2013-05-18,2013
26,Rohit Sharma,19,4,475.0,0,3,DC,Wankhede Stadium,2013-04-09,2013
27,Parthiv Patel,18,6,300.0,4,0,MI,Wankhede Stadium,2013-05-13,2013
28,Stuart Binny,18,5,360.0,1,2,DC,Arun Jaitley Stadium,2013-04-06,2013
29,Luke Wright,18,5,360.0,2,1,PBKS,IS Bindra Stadium,2013-04-21,2013
30,Murali Vijay,18,6,300.0,0,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,2013-05-08,2013
31,Ben Rohrer,18,5,360.0,1,2,PBKS,HPCA Stadium,2013-05-16,2013
32,Manpreet Gony,17,4,425.0,1,2,KKR,IS Bindra Stadium,2013-04-16,2013
33,Adam Gilchrist,17,5,340.0,1,2,DC,HPCA Stadium,2013-05-16,2013
34,Azhar Mahmood,17,4,425.0,1,2,MI,HPCA Stadium,2013-05-18,2013
35,Virat Kohli,17,4,425.0,1,2,DC,Arun Jaitley Stadium,2013-05-10,2013
36,Rohit Sharma,17,6,283.33,0,2,PWI,Wankhede Stadium,2013-04-13,2013
37,AB de Villiers,17,5,340.0,2,1,PBKS,IS Bindra Stadium,2013-05-06,2013
38,Rajagopal Sathish,17,4,425.0,1,2,SRH,IS Bindra Stadium,2013-05-11,2013
39,Chris Gayle,17,7,242.85,1,2,KKR,M. Chinnaswamy Stadium,2013-04-11,2013
40,Kieron Pollard,17,5,340.0,0,2,RCB,Wankhede Stadium,2013-04-27,2013
41,David Miller,17,5,340.0,1,2,DC,HPCA Stadium,2013-05-16,2013
42,Chris Gayle,17,5,340.0,1,2,PWI,M. Chinnaswamy Stadium,2013-04-23,2013
43,Ajinkya Rahane,17,5,340.0,2,1,PWI,Sawai Mansingh Stadium,2013-05-05,2013
44,Gurkeerat Mann Singh,17,4,425.0,1,2,KKR,Eden Gardens,2013-04-26,2013
45,Aaron Finch,17,5,340.0,1,2,DC,Maharashtra Cricket Association's International Stadium,2013-05-19,2013
46,Ryan ten Doeschate,17,6,283.33,2,1,PWI,Maharashtra Cricket Association's International Stadium,2013-05-09,2013
47,Brad Hodge,17,5,340.0,1,2,SRH,Arun Jaitley Stadium,2013-05-22,2013
48,Shaun Marsh,17,4,425.0,1,2,CSK,Chidambaram,2013-05-02,2013
49,MS Dhoni,16,6,266.66,1,2,MI,Eden Gardens,2013-05-26,2013
50,Sachin Tendulkar,16,6,266.66,4,0,PWI,Wankhede Stadium,2013-04-13,2013
51,Parthiv Patel,16,6,266.66,2,1,CSK,Rajiv Gandhi Intl. Cricket Stadium,2013-05-08,2013
52,Brad Hodge,16,6,266.66,4,0,MI,Wankhede Stadium,2013-05-15,2013
53,David Hussey,16,5,320.0,2,1,MI,Wankhede Stadium,2013-04-29,2013
54,Shane Watson,16,6,266.66,4,0,CSK,Sawai Mansingh Stadium,2013-05-12,2013
55,Virat Kohli,16,6,266.66,1,2,CSK,M. Chinnaswamy Stadium,2013-05-18,2013
56,Ashish Reddy,16,6,266.66,2,1,CSK,Chidambaram,2013-04-25,2013
57,Dale Steyn,16,6,266.66,2,1,RR,Sawai Mansingh Stadium,2013-04-27,2013
58,Dwayne Smith,16,5,320.0,1,2,RCB,Wankhede Stadium,2013-04-27,2013
59,Dwayne Smith,16,6,266.66,3,0,CSK,Arun Jaitley Stadium,2013-05-21,2013
60,Manvinder Bisla,16,5,320.0,4,0,CSK,Chidambaram,2013-04-28,2013
61,AB de Villiers,16,4,400.0,1,2,PWI,M. Chinnaswamy Stadium,2013-04-23,2013
62,Manan Vohra,16,4,400.0,4,0,PWI,Maharashtra Cricket Association's International Stadium,2013-04-07,2013
63,Luke Wright,16,4,400.0,4,0,PBKS,IS Bindra Stadium,2013-04-21,2013
64,Sachin Tendulkar,16,6,266.66,4,0,RCB,Wankhede Stadium,2013-04-27,2013
65,Darren Sammy,15,4,375.0,0,2,KKR,Rajiv Gandhi Intl. Cricket Stadium,2013-05-19,2013
66,Luke Wright,15,4,375.0,2,1,DC,Maharashtra Cricket Association's International Stadium,2013-05-19,2013
67,David Miller,15,5,300.0,2,1,RCB,IS Bindra Stadium,2013-05-06,2013
68,Chris Gayle,15,4,375.0,2,1,MI,M. Chinnaswamy Stadium,2013-04-04,2013
69,Harbhajan Singh,15,5,300.0,3,0,RCB,Wankhede Stadium,2013-04-27,2013
70,David Miller,15,4,375.0,0,2,PWI,IS Bindra Stadium,2013-04-21,2013
71,Rajagopal Sathish,15,5,300.0,2,1,RCB,IS Bindra Stadium,2013-05-06,2013
72,Virat Kohli,15,5,300.0,2,1,CSK,M. Chinnaswamy Stadium,2013-05-18,2013
73,Chris Gayle,15,5,300.0,2,1,MI,M. Chinnaswamy Stadium,2013-04-04,2013
74,Shane Watson,15,5,300.0,0,2,CSK,Chidambaram,2013-04-22,2013
75,Chris Gayle,15,6,250.0,2,1,RR,Sawai Mansingh Stadium,2013-04-29,2013
76,MS Dhoni,15,4,375.0,2,1,MI,Chidambaram,2013-04-06,2013
77,Dinesh Karthik,15,5,300.0,2,1,DC,Wankhede Stadium,2013-04-09,2013
78,Dwayne Smith,15,5,300.0,0,2,CSK,Arun Jaitley Stadium,2013-05-21,2013
79,Shane Watson,15,4,375.0,2,1,SRH,Sawai Mansingh Stadium,2013-04-27,2013
80,Kieron Pollard,15,5,300.0,2,1,RCB,Wankhede Stadium,2013-04-27,2013
81,David Miller,15,5,300.0,1,1,RCB,IS Bindra Stadium,2013-05-06,2013
82,Thisara Perera,15,6,250.0,1,1,PWI,Rajiv Gandhi Intl. Cricket Stadium,2013-04-05,2013
83,Glenn Maxwell,15,5,300.0,0,2,RR,Wankhede Stadium,2013-05-15,2013
84,Shane Watson,15,5,300.0,1,1,CSK,Chidambaram,2013-04-22,2013
85,Brett Lee,15,5,300.0,0,2,DC,Shaheed Veer Narayan Singh International Cricket Stadium,2013-05-01,2013
86,Virat Kohli,15,5,300.0,3,0,SRH,M. Chinnaswamy Stadium,2013-04-09,2013
87,Chris Gayle,15,5,300.0,2,1,MI,M. Chinnaswamy Stadium,2013-04-04,2013
88,Rohit Sharma,14,4,350.0,0,2,PWI,Wankhede Stadium,2013-04-13,2013
89,Aaron Finch,14,5,280.0,3,0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,2013-04-28,2013
90,Dwayne Bravo,14,6,233.33,3,0,RR,Sawai Mansingh Stadium,2013-05-12,2013
91,Rajat Bhatia,14,4,350.0,0,2,PBKS,IS Bindra Stadium,2013-04-16,2013
92,Angelo Mathews,14,4,350.0,0,2,RCB,Maharashtra Cricket Association's International Stadium,2013-05-02,2013
93,Yusuf Pathan,14,5,280.0,2,1,PWI,JSCA Stadium,2013-05-15,2013
94,Brad Hodge,14,5,280.0,0,2,RCB,Sawai Mansingh Stadium,2013-04-29,2013
95,Manpreet Gony,14,6,233.33,1,1,KKR,IS Bindra Stadium,2013-04-16,2013
96,Dinesh Karthik,14,5,280.0,2,1,CSK,Wankhede Stadium,2013-05-05,2013
97,Adam Gilchrist,14,6,233.33,2,1,PWI,Maharashtra Cricket Association's International Stadium,2013-04-07,2013
98,MS Dhoni,14,5,280.0,1,1,DC,Chidambaram,2013-05-14,2013
99,Dinesh Karthik,14,5,280.0,3,0,DC,Wankhede Stadium,2013-04-09,2013
100,Stuart Binny,14,5,280.0,1,1,DC,Arun Jaitley Stadium,2013-04-06,2013
101,Michael Hussey,14,6,233.33,3,0,KKR,Chidambaram,2013-04-28,2013
102,Shane Watson,14,4,350.0,2,1,SRH,Sawai Mansingh Stadium,2013-04-27,2013
103,Virat Kohli,14,5,280.0,3,0,PWI,Maharashtra Cricket Association's International Stadium,2013-05-02,2013
104,Murali Vijay,14,4,350.0,0,2,RCB,M. Chinnaswamy Stadium,2013-05-18,2013
105,Suresh Raina,14,4,350.0,0,2,PBKS,Chidambaram,2013-05-02,2013
106,Dwayne Smith,14,5,280.0,0,2,KKR,Eden Gardens,2013-04-24,2013
107,Angelo Mathews,14,5,280.0,0,2,KKR,Maharashtra Cricket Association's International Stadium,2013-05-09,2013
108,Wriddhiman Saha,14,6,233.33,2,1,KKR,Chidambaram,2013-04-28,2013
109,Manvinder Bisla,14,4,350.0,2,1,CSK,Chidambaram,2013-04-28,2013
110,Sanju Samson,14,4,350.0,0,2,RCB,Sawai Mansingh Stadium,2013-04-29,2013
111,MS Dhoni,14,4,350.0,2,1,SRH,Chidambaram,2013-04-25,2013
112,David Warner,14,4,350.0,0,2,PWI,Shaheed Veer Narayan Singh International Cricket Stadium,2013-04-28,2013
113,Rohit Sharma,13,5,260.0,0,2,DC,Arun Jaitley Stadium,2013-04-21,2013
114,David Hussey,13,6,216.66,2,0,RR,Sawai Mansingh Stadium,2013-04-14,2013
115,Suresh Raina,13,5,260.0,2,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2013-05-08,2013
116,Morne Morkel,13,4,325.0,0,2,PBKS,HPCA Stadium,2013-05-16,2013
117,Stuart Binny,13,6,216.66,1,1,RCB,M. Chinnaswamy Stadium,2013-04-20,2013
118,Rohit Sharma,13,5,260.0,0,2,KKR,Eden Gardens,2013-04-24,2013
119,Mitchell Marsh,13,5,260.0,0,2,RR,Sawai Mansingh Stadium,2013-05-05,2013
120,Thisara Perera,13,5,260.0,1,1,PBKS,IS Bindra Stadium,2013-05-11,2013
121,Azhar Mahmood,13,6,216.66,3,0,RCB,M. Chinnaswamy Stadium,2013-05-14,2013
122,Shane Watson,13,3,433.33,0,2,CSK,Sawai Mansingh Stadium,2013-05-12,2013
123,Virat Kohli,13,4,325.0,1,1,SRH,M. Chinnaswamy Stadium,2013-04-09,2013
124,Michael Hussey,13,5,260.0,3,0,RR,Chidambaram,2013-04-22,2013
125,Piyush Chawla,13,4,325.0,0,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,2013-04-19,2013
126,Shaun Marsh,13,5,260.0,3,0,MI,HPCA Stadium,2013-05-18,2013
127,Yuvraj Singh,13,3,433.33,0,2,RCB,Maharashtra Cricket Association's International Stadium,2013-05-02,2013
128,Thisara Perera,13,4,325.0,1,1,KKR,Eden Gardens,2013-04-14,2013
129,Ben Rohrer,13,4,325.0,3,0,RCB,Arun Jaitley Stadium,2013-05-10,2013
130,Yuvraj Singh,13,4,325.0,0,2,MI,Maharashtra Cricket Association's International Stadium,2013-05-11,2013
131,Irfan Pathan,13,5,260.0,1,1,RCB,M. Chinnaswamy Stadium,2013-04-16,2013
132,Kieron Pollard,13,4,325.0,0,2,CSK,Arun Jaitley Stadium,2013-05-21,2013
133,David Miller,13,4,325.0,0,2,MI,Wankhede Stadium,2013-04-29,2013
134,Mandeep Singh,13,5,260.0,3,0,DC,Arun Jaitley Stadium,2013-04-23,2013
135,Virat Kohli,13,4,325.0,1,1,PBKS,M. Chinnaswamy Stadium,2013-05-14,2013
136,Cheteshwar Pujara,13,5,260.0,3,0,PBKS,IS Bindra Stadium,2013-05-06,2013
137,Dwayne Smith,13,3,433.33,0,2,CSK,Arun Jaitley Stadium,2013-05-21,2013
138,MS Dhoni,13,3,433.33,0,2,SRH,Chidambaram,2013-04-25,2013
139,Robin Uthappa,13,4,325.0,0,2,KKR,JSCA Stadium,2013-05-15,2013
140,Yuvraj Singh,13,5,260.0,0,2,PBKS,IS Bindra Stadium,2013-04-21,2013
141,Ambati Rayudu,13,5,260.0,1,1,RR,Eden Gardens,2013-05-24,2013
142,MS Dhoni,13,5,260.0,1,1,PWI,Maharashtra Cricket Association's International Stadium,2013-04-30,2013
143,MS Dhoni,13,4,325.0,1,1,DC,Chidambaram,2013-05-14,2013
144,Virat Kohli,13,3,433.33,0,2,KKR,M. Chinnaswamy Stadium,2013-04-11,2013
145,Virender Sehwag,13,5,260.0,1,1,MI,Arun Jaitley Stadium,2013-04-21,2013
146,Dwayne Smith,13,4,325.0,1,1,KKR,Eden Gardens,2013-04-24,2013
147,Shane Watson,13,5,260.0,1,1,CSK,Chidambaram,2013-04-22,2013
148,Shane Watson,13,3,433.33,0,2,MI,Wankhede Stadium,2013-05-15,2013
149,Stuart Binny,13,5,260.0,1,1,PWI,Sawai Mansingh Stadium,2013-05-05,2013
150,Adam Gilchrist,13,3,433.33,0,2,RCB,M. Chinnaswamy Stadium,2013-05-14,2013
1,Suresh Raina,32,7,457.14,5,2,PBKS,Wankhede Stadium,2014-05-30,2014
2,Yusuf Pathan,26,6,433.33,3,2,SRH,Eden Gardens,2014-05-24,2014
3,David Miller,26,5,520.0,0,4,RR,Sharjah Cricket Stadium,2014-04-20,2014
4,Kieron Pollard,26,6,433.33,1,3,SRH,Dubai International Stadium,2014-04-30,2014
5,MS Dhoni,24,6,400.0,2,2,SRH,JSCA Stadium,2014-05-22,2014
6,Rohit Sharma,24,6,400.0,1,3,RCB,Wankhede Stadium,2014-05-06,2014
7,Yuvraj Singh,24,6,400.0,0,4,DC,M. Chinnaswamy Stadium,2014-05-13,2014
8,Shakib Al Hasan,24,6,400.0,1,3,RCB,Eden Gardens,2014-05-22,2014
9,Shikhar Dhawan,23,7,328.57,4,1,PBKS,Rajiv Gandhi Intl. Cricket Stadium,2014-05-14,2014
10,Naman Ojha,23,5,460.0,2,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,2014-05-14,2014
11,AB de Villiers,22,5,440.0,1,3,SRH,M. Chinnaswamy Stadium,2014-05-04,2014
12,Brad Hodge,22,6,366.66,2,2,PBKS,IS Bindra Stadium,2014-05-23,2014
13,George Bailey,21,5,420.0,2,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,2014-05-14,2014
14,Steve Smith,21,6,350.0,2,2,RCB,M. Chinnaswamy Stadium,2014-05-11,2014
15,Yusuf Pathan,21,5,420.0,2,2,SRH,Eden Gardens,2014-05-24,2014
16,Glenn Maxwell,21,6,350.0,2,2,CSK,Barabati Stadium,2014-05-07,2014
17,Dwayne Smith,20,5,400.0,0,3,SRH,JSCA Stadium,2014-05-22,2014
18,Chris Gayle,20,6,333.33,2,2,PBKS,Dubai International Stadium,2014-04-28,2014
19,JP Duminy,20,6,333.33,1,2,KKR,Dubai International Stadium,2014-04-19,2014
20,Chris Gayle,20,4,500.0,2,2,MI,Wankhede Stadium,2014-05-06,2014
21,David Warner,20,7,285.71,5,0,CSK,JSCA Stadium,2014-05-22,2014
22,Yuvraj Singh,19,5,380.0,0,3,DC,M. Chinnaswamy Stadium,2014-05-13,2014
23,James Faulkner,19,5,380.0,1,2,RCB,M. Chinnaswamy Stadium,2014-05-11,2014
24,Jacques Kallis,19,5,380.0,1,2,MI,Zayed Cricket Stadium,2014-04-16,2014
25,Glenn Maxwell,19,5,380.0,3,1,CSK,Zayed Cricket Stadium,2014-04-18,2014
26,Glenn Maxwell,19,5,380.0,0,3,CSK,Barabati Stadium,2014-05-07,2014
27,Yusuf Pathan,19,6,316.66,0,3,CSK,JSCA Stadium,2014-05-02,2014
