POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date,Year
116,Albie Morkel,4.0,36,0,0.0,KKR,Eden Gardens,2013-04-20,2013
117,Munaf Patel,4.0,36,0,0.0,DC,Arun Jaitley Stadium,2013-04-21,2013
118,Kevon Cooper,4.0,36,0,0.0,SRH,Arun Jaitley Stadium,2013-05-22,2013
119,Pragyan Ojha,4.0,36,0,0.0,RR,Eden Gardens,2013-05-24,2013
120,Siddarth Kaul,4.0,36,1,24.0,RCB,Arun Jaitley Stadium,2013-05-10,2013
121,Pragyan Ojha,4.0,36,1,24.0,RR,Wankhede Stadium,2013-05-15,2013
122,Vinay Kumar,4.0,36,1,24.0,CSK,Chidambaram,2013-04-13,2013
123,Chris Morris,4.0,36,1,24.0,RR,Sawai Mansingh Stadium,2013-05-12,2013
124,James Faulkner,4.0,36,1,24.0,MI,Eden Gardens,2013-05-24,2013
125,Dwayne Bravo,4.0,36,2,12.0,RR,Chidambaram,2013-04-22,2013
126,Vinay Kumar,4.0,36,2,12.0,KKR,M. Chinnaswamy Stadium,2013-04-11,2013
127,Umesh Yadav,4.0,36,2,12.0,KKR,Shaheed Veer Narayan Singh International Cricket Stadium,2013-05-01,2013
128,Azhar Mahmood,3.5,36,1,23.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2013-04-19,2013
129,Amit Mishra,3.0,36,0,0.0,MI,Wankhede Stadium,2013-05-13,2013
130,Wayne Parnell,3.0,36,1,18.0,DC,Maharashtra Cricket Association's International Stadium,2013-05-19,2013
131,Iqbal Abdulla,4.0,35,0,0.0,MI,Eden Gardens,2013-04-24,2013
132,Ravi Rampaul,4.0,35,0,0.0,DC,Arun Jaitley Stadium,2013-05-10,2013
133,Morne Morkel,4.0,35,0,0.0,RCB,Arun Jaitley Stadium,2013-05-10,2013
134,Vinay Kumar,4.0,35,0,0.0,PBKS,M. Chinnaswamy Stadium,2013-05-14,2013
135,Siddharth Trivedi,4.0,35,0,0.0,DC,Arun Jaitley Stadium,2013-04-06,2013
136,Sunil Narine,4.0,35,1,24.0,CSK,Chidambaram,2013-04-28,2013
137,Shanthakumaran Sreesanth,4.0,35,1,24.0,RCB,Sawai Mansingh Stadium,2013-04-29,2013
138,Kane Richardson,4.0,35,1,24.0,CSK,Maharashtra Cricket Association's International Stadium,2013-04-30,2013
139,Parvinder Awana,4.0,35,1,24.0,SRH,IS Bindra Stadium,2013-05-11,2013
140,Lasith Malinga,4.0,35,1,24.0,RR,Wankhede Stadium,2013-05-15,2013
141,Roelof van der Merwe,4.0,35,1,24.0,MI,Arun Jaitley Stadium,2013-04-21,2013
142,RP Singh,4.0,35,1,24.0,RR,Sawai Mansingh Stadium,2013-04-29,2013
143,James Faulkner,4.0,35,1,24.0,PWI,Sawai Mansingh Stadium,2013-05-05,2013
144,Murali Kartik,4.0,35,1,24.0,RR,M. Chinnaswamy Stadium,2013-04-20,2013
145,Ravi Rampaul,4.0,35,1,24.0,MI,Wankhede Stadium,2013-04-27,2013
146,Lakshmipathy Balaji,4.0,35,1,24.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,2013-05-01,2013
147,Parvinder Awana,4.0,35,1,24.0,RR,Sawai Mansingh Stadium,2013-04-14,2013
148,Harbhajan Singh,4.0,35,1,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2013-05-01,2013
149,Ishant Sharma,4.0,35,2,12.0,DC,Arun Jaitley Stadium,2013-04-12,2013
150,Mitchell Marsh,4.0,35,2,12.0,CSK,Chidambaram,2013-04-15,2013
1,Sandeep Sharma,4.0,65,1,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2014-05-14,2014
2,Parvinder Awana,4.0,59,2,12.0,CSK,Wankhede Stadium,2014-05-30,2014
3,Beuran Hendricks,4.0,57,0,0.0,RR,IS Bindra Stadium,2014-05-23,2014
4,Amit Mishra,4.0,56,2,12.0,PBKS,Sharjah Cricket Stadium,2014-04-22,2014
5,Harshal Patel,3.0,56,2,9.0,PBKS,M. Chinnaswamy Stadium,2014-05-09,2014
6,Amit Mishra,4.0,54,0,0.0,MI,Dubai International Stadium,2014-04-30,2014
7,Karanveer Singh,4.0,54,4,6.0,KKR,M. Chinnaswamy Stadium,2014-06-01,2014
8,James Faulkner,3.4,54,0,0.0,MI,Wankhede Stadium,2014-05-25,2014
9,Dale Steyn,4.0,51,0,0.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,2014-05-14,2014
10,Ashok Dinda,4.0,51,0,0.0,DC,Sharjah Cricket Stadium,2014-04-17,2014
11,Murali Kartik,4.0,51,1,24.0,RR,Sharjah Cricket Stadium,2014-04-20,2014
12,Mohit Sharma,4.0,51,1,24.0,DC,Arun Jaitley Stadium,2014-05-05,2014
13,Ashish Nehra,4.0,51,2,12.0,PBKS,Wankhede Stadium,2014-05-30,2014
14,Yuzvendra Chahal,4.0,50,0,0.0,KKR,Eden Gardens,2014-05-22,2014
15,Dhawal Kulkarni,4.0,50,1,24.0,PBKS,Sharjah Cricket Stadium,2014-04-20,2014
16,Krishmar Santokie,4.0,50,2,12.0,RR,Narendra Modi Stadium,2014-05-19,2014
17,Ravindra Jadeja,4.0,48,0,0.0,PBKS,Wankhede Stadium,2014-05-30,2014
18,Imran Tahir,4.0,48,0,0.0,RCB,M. Chinnaswamy Stadium,2014-05-13,2014
19,James Faulkner,4.0,47,0,0.0,MI,Narendra Modi Stadium,2014-05-19,2014
20,Mitchell Johnson,4.0,47,0,0.0,CSK,Zayed Cricket Stadium,2014-04-18,2014
21,Jaydev Unadkat,3.4,47,0,0.0,CSK,Arun Jaitley Stadium,2014-05-05,2014
22,Lakshmipathy Balaji,4.0,46,0,0.0,RR,Sharjah Cricket Stadium,2014-04-20,2014
23,Karn Sharma,4.0,46,1,24.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,2014-05-14,2014
24,Mohit Sharma,4.0,46,1,24.0,PBKS,Wankhede Stadium,2014-05-30,2014
25,Sunil Narine,4.0,46,1,24.0,PBKS,M. Chinnaswamy Stadium,2014-06-01,2014
26,Yuzvendra Chahal,4.0,45,1,24.0,DC,M. Chinnaswamy Stadium,2014-05-13,2014
27,Mohammad Shami,4.0,45,1,24.0,CSK,Zayed Cricket Stadium,2014-04-21,2014
28,Umesh Yadav,4.0,45,1,24.0,RCB,Eden Gardens,2014-05-22,2014
29,James Faulkner,3.4,45,1,22.0,PBKS,Sharjah Cricket Stadium,2014-04-20,2014
30,Rishi Dhawan,4.0,44,0,0.0,KKR,Eden Gardens,2014-05-28,2014
31,Rahul Shukla,4.0,44,0,0.0,RR,Narendra Modi Stadium,2014-05-15,2014
32,Vinay Kumar,4.0,44,0,0.0,RCB,Eden Gardens,2014-05-22,2014
33,Mitchell Johnson,4.0,44,1,24.0,CSK,Wankhede Stadium,2014-05-30,2014
34,Ravichandran Ashwin,4.0,44,1,24.0,PBKS,Wankhede Stadium,2014-05-30,2014
35,Piyush Chawla,4.0,44,2,12.0,PBKS,M. Chinnaswamy Stadium,2014-06-01,2014
36,Dale Steyn,4.0,43,0,0.0,CSK,JSCA Stadium,2014-05-22,2014
37,Jaydev Unadkat,4.0,43,0,0.0,SRH,Dubai International Stadium,2014-04-25,2014
38,Ravindra Jadeja,4.0,43,0,0.0,PBKS,Zayed Cricket Stadium,2014-04-18,2014
39,Dale Steyn,4.0,43,0,0.0,KKR,Eden Gardens,2014-05-24,2014
40,Harbhajan Singh,4.0,43,1,24.0,RR,Wankhede Stadium,2014-05-25,2014
41,Shakib Al Hasan,4.0,43,1,24.0,PBKS,Eden Gardens,2014-05-28,2014
42,Mitchell Starc,4.0,43,2,12.0,PBKS,M. Chinnaswamy Stadium,2014-05-09,2014
43,Kane Richardson,4.0,43,2,12.0,RCB,M. Chinnaswamy Stadium,2014-05-11,2014
44,Lakshmipathy Balaji,4.0,43,2,12.0,CSK,Zayed Cricket Stadium,2014-04-18,2014
45,Parvinder Awana,3.3,43,0,0.0,KKR,M. Chinnaswamy Stadium,2014-06-01,2014
46,Lakshmipathy Balaji,3.0,43,2,9.0,RCB,M. Chinnaswamy Stadium,2014-05-09,2014
47,Rishi Dhawan,4.0,42,0,0.0,DC,Arun Jaitley Stadium,2014-05-19,2014
48,Mohammad Shami,4.0,42,0,0.0,CSK,Arun Jaitley Stadium,2014-05-05,2014
49,James Faulkner,4.0,42,1,24.0,RCB,M. Chinnaswamy Stadium,2014-05-11,2014
50,Piyush Chawla,4.0,42,1,24.0,CSK,Eden Gardens,2014-05-20,2014
51,Vinay Kumar,4.0,42,2,12.0,RR,Narendra Modi Stadium,2014-05-05,2014
52,Rishi Dhawan,4.0,42,2,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2014-05-14,2014
53,Mohit Sharma,4.0,42,3,8.0,MI,Brabourne Stadium,2014-05-28,2014
54,Wayne Parnell,3.4,42,0,0.0,PBKS,Arun Jaitley Stadium,2014-05-19,2014
55,Ravindra Jadeja,3.4,42,1,22.0,SRH,JSCA Stadium,2014-05-22,2014
56,Dhawal Kulkarni,3.0,42,2,9.0,MI,Wankhede Stadium,2014-05-25,2014
57,Kieron Pollard,2.3,42,1,15.0,CSK,Wankhede Stadium,2014-05-10,2014
58,Ishwar Pandey,4.0,41,0,0.0,PBKS,Barabati Stadium,2014-05-07,2014
59,Lakshmipathy Balaji,4.0,41,0,0.0,KKR,M. Chinnaswamy Stadium,2014-06-01,2014
60,Rahul Shukla,4.0,41,1,24.0,RCB,M. Chinnaswamy Stadium,2014-05-13,2014
61,Varun Aaron,4.0,41,1,24.0,MI,Wankhede Stadium,2014-05-06,2014
62,Mitchell Johnson,4.0,41,2,12.0,KKR,M. Chinnaswamy Stadium,2014-06-01,2014
63,Ravichandran Ashwin,4.0,41,2,12.0,PBKS,Zayed Cricket Stadium,2014-04-18,2014
64,Morne Morkel,4.0,41,2,12.0,DC,Dubai International Stadium,2014-04-19,2014
65,Shadab Jakati,3.4,41,0,0.0,CSK,M. Chinnaswamy Stadium,2014-05-24,2014
66,Varun Aaron,2.5,41,0,0.0,RR,M. Chinnaswamy Stadium,2014-05-11,2014
67,Morne Morkel,4.0,40,0,0.0,PBKS,M. Chinnaswamy Stadium,2014-06-01,2014
68,Murali Kartik,4.0,40,0,0.0,CSK,Barabati Stadium,2014-05-07,2014
69,Axar Patel,4.0,40,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2014-05-14,2014
70,Bhuvneshwar Kumar,4.0,40,0,0.0,DC,Dubai International Stadium,2014-04-25,2014
71,Axar Patel,4.0,40,0,0.0,MI,Wankhede Stadium,2014-05-03,2014
72,Krishmar Santokie,4.0,40,1,24.0,PBKS,IS Bindra Stadium,2014-05-21,2014
73,Morne Morkel,4.0,40,1,24.0,RR,Zayed Cricket Stadium,2014-04-29,2014
74,Abu Nechim,4.0,40,1,24.0,DC,M. Chinnaswamy Stadium,2014-05-13,2014
75,Parvinder Awana,4.0,40,1,24.0,RR,Sharjah Cricket Stadium,2014-04-20,2014
76,Umesh Yadav,4.0,40,1,24.0,RCB,Sharjah Cricket Stadium,2014-04-24,2014
77,Karanveer Singh,4.0,40,3,8.0,KKR,Eden Gardens,2014-05-28,2014
78,Jasprit Bumrah,3.4,40,0,0.0,CSK,Brabourne Stadium,2014-05-28,2014
79,Dale Steyn,4.0,39,0,0.0,RCB,M. Chinnaswamy Stadium,2014-05-04,2014
80,Morne Morkel,4.0,39,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2014-05-18,2014
81,Rajat Bhatia,4.0,39,0,0.0,MI,Narendra Modi Stadium,2014-05-19,2014
82,Ravichandran Ashwin,4.0,39,1,24.0,RR,JSCA Stadium,2014-05-13,2014
83,Mohammad Shami,4.0,39,1,24.0,PBKS,Arun Jaitley Stadium,2014-05-19,2014
84,Umesh Yadav,4.0,39,1,24.0,PBKS,M. Chinnaswamy Stadium,2014-06-01,2014
85,Kane Richardson,4.0,39,1,24.0,DC,Arun Jaitley Stadium,2014-05-03,2014
86,Ashok Dinda,4.0,39,1,24.0,SRH,M. Chinnaswamy Stadium,2014-05-04,2014
87,Ben Hilfenhaus,4.0,39,2,12.0,MI,Dubai International Stadium,2014-04-25,2014
88,Glenn Maxwell,3.0,39,0,0.0,RCB,Dubai International Stadium,2014-04-28,2014
89,James Faulkner,3.0,39,1,18.0,PBKS,IS Bindra Stadium,2014-05-23,2014
90,Amit Mishra,4.0,38,0,0.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,2014-05-18,2014
91,Wayne Parnell,4.0,38,0,0.0,SRH,Dubai International Stadium,2014-04-25,2014
92,Pawan Negi,4.0,38,0,0.0,SRH,JSCA Stadium,2014-05-22,2014
93,Amit Mishra,4.0,38,0,0.0,DC,Dubai International Stadium,2014-04-25,2014
94,Pravin Tambe,4.0,38,1,24.0,RCB,M. Chinnaswamy Stadium,2014-05-11,2014
95,Jacques Kallis,4.0,38,1,24.0,DC,Arun Jaitley Stadium,2014-05-07,2014
96,Lakshmipathy Balaji,4.0,38,1,24.0,MI,Wankhede Stadium,2014-05-03,2014
97,Ashok Dinda,4.0,38,1,24.0,KKR,Eden Gardens,2014-05-22,2014
98,Sunil Narine,4.0,38,1,24.0,DC,Arun Jaitley Stadium,2014-05-07,2014
99,Kevon Cooper,4.0,38,2,12.0,MI,Wankhede Stadium,2014-05-25,2014
100,Mohit Sharma,4.0,38,2,12.0,PBKS,Barabati Stadium,2014-05-07,2014
101,Karn Sharma,4.0,38,4,6.0,KKR,Eden Gardens,2014-05-24,2014
102,Bhuvneshwar Kumar,3.4,38,1,22.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,2014-05-14,2014
103,Jacques Kallis,3.0,38,0,0.0,PBKS,Barabati Stadium,2014-05-11,2014
104,Ben Hilfenhaus,3.0,38,0,0.0,KKR,Eden Gardens,2014-05-20,2014
105,Rajat Bhatia,3.0,38,0,0.0,PBKS,Sharjah Cricket Stadium,2014-04-20,2014
106,Ashok Dinda,3.0,38,1,18.0,MI,Wankhede Stadium,2014-05-06,2014
107,James Faulkner,3.0,38,1,18.0,CSK,Dubai International Stadium,2014-04-23,2014
108,David Hussey,2.5,38,2,8.5,RCB,JSCA Stadium,2014-05-18,2014
109,Ravichandran Ashwin,2.0,38,0,0.0,PBKS,Barabati Stadium,2014-05-07,2014
110,Karn Sharma,4.0,37,0,0.0,PBKS,Sharjah Cricket Stadium,2014-04-22,2014
111,Kieron Pollard,4.0,37,0,0.0,RCB,Wankhede Stadium,2014-05-06,2014
112,Mitchell Johnson,4.0,37,0,0.0,MI,Wankhede Stadium,2014-05-03,2014
113,Lakshmipathy Balaji,4.0,37,1,24.0,RR,IS Bindra Stadium,2014-05-23,2014
114,Siddarth Kaul,4.0,37,1,24.0,RCB,M. Chinnaswamy Stadium,2014-05-13,2014
115,Sandeep Sharma,4.0,37,1,24.0,CSK,Barabati Stadium,2014-05-07,2014
116,Mitchell Johnson,4.0,37,2,12.0,CSK,Barabati Stadium,2014-05-07,2014
117,Ishant Sharma,4.0,37,2,12.0,CSK,Sharjah Cricket Stadium,2014-04-27,2014
118,Imran Tahir,4.0,37,3,8.0,MI,Wankhede Stadium,2014-05-23,2014
119,Bhuvneshwar Kumar,3.4,37,0,0.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,2014-05-18,2014
120,James Faulkner,3.4,37,1,22.0,CSK,JSCA Stadium,2014-05-13,2014
121,Ravindra Jadeja,3.0,37,0,0.0,PBKS,Barabati Stadium,2014-05-07,2014
122,Sandeep Sharma,3.0,37,0,0.0,MI,IS Bindra Stadium,2014-05-21,2014
123,Pawan Negi,3.0,37,0,0.0,PBKS,Zayed Cricket Stadium,2014-04-18,2014
124,Ashok Dinda,3.0,37,0,0.0,RR,M. Chinnaswamy Stadium,2014-05-11,2014
125,Kieron Pollard,4.0,36,0,0.0,SRH,Dubai International Stadium,2014-04-30,2014
126,Jasprit Bumrah,4.0,36,0,0.0,DC,Wankhede Stadium,2014-05-23,2014
127,Mohammad Shami,4.0,36,0,0.0,SRH,Dubai International Stadium,2014-04-25,2014
128,Mohammad Shami,4.0,36,0,0.0,MI,Sharjah Cricket Stadium,2014-04-27,2014
129,Bhuvneshwar Kumar,4.0,36,0,0.0,CSK,JSCA Stadium,2014-05-22,2014
130,Pravin Tambe,4.0,36,0,0.0,PBKS,IS Bindra Stadium,2014-05-23,2014
131,Ben Hilfenhaus,4.0,36,1,24.0,PBKS,Barabati Stadium,2014-05-07,2014
132,Varun Aaron,4.0,36,2,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2014-05-20,2014
133,Beuran Hendricks,4.0,36,3,8.0,DC,Arun Jaitley Stadium,2014-05-19,2014
134,Jaydev Unadkat,3.3,36,0,0.0,RR,Arun Jaitley Stadium,2014-05-03,2014
135,Dwayne Smith,3.0,36,1,18.0,PBKS,Barabati Stadium,2014-05-07,2014
136,Shreyas Gopal,3.0,36,1,18.0,RR,Wankhede Stadium,2014-05-25,2014
137,Moises Henriques,2.0,36,0,0.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,2014-05-14,2014
138,Shane Watson,4.0,35,0,0.0,RCB,M. Chinnaswamy Stadium,2014-05-11,2014
139,Vinay Kumar,4.0,35,0,0.0,DC,Dubai International Stadium,2014-04-19,2014
140,Parveez Rasool,4.0,35,0,0.0,CSK,JSCA Stadium,2014-05-22,2014
141,Varun Aaron,4.0,35,1,24.0,PBKS,M. Chinnaswamy Stadium,2014-05-09,2014
142,Karn Sharma,4.0,35,1,24.0,CSK,Sharjah Cricket Stadium,2014-04-27,2014
143,Ishwar Pandey,4.0,35,1,24.0,PBKS,Wankhede Stadium,2014-05-30,2014
144,Wayne Parnell,4.0,35,1,24.0,RR,Arun Jaitley Stadium,2014-05-03,2014
145,Morne Morkel,4.0,35,2,12.0,MI,Barabati Stadium,2014-05-14,2014
146,Lasith Malinga,4.0,35,2,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2014-05-12,2014
147,Shahbaz Nadeem,4.0,35,2,12.0,RR,Narendra Modi Stadium,2014-05-15,2014
148,Sandeep Sharma,4.0,35,3,8.0,DC,Arun Jaitley Stadium,2014-05-19,2014
149,Yuvraj Singh,4.0,35,4,6.0,RR,M. Chinnaswamy Stadium,2014-05-11,2014
150,Corey Anderson,3.0,35,0,0.0,CSK,Brabourne Stadium,2014-05-28,2014
1,Abu Nechim,4.0,59,0,0.0,MI,M. Chinnaswamy Stadium,2015-04-19,2015
2,Mohit Sharma,4.0,58,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2015-05-02,2015
3,Anureet Singh,3.5,56,2,11.5,KKR,Eden Gardens,2015-05-09,2015
4,James Faulkner,4.0,55,0,0.0,DC,Arun Jaitley Stadium,2015-04-12,2015
5,Jasprit Bumrah,4.0,55,1,24.0,DC,Arun Jaitley Stadium,2015-04-23,2015
6,Pat Cummins,4.0,54,1,24.0,CSK,Eden Gardens,2015-04-30,2015
7,Jasprit Bumrah,4.0,52,0,0.0,RCB,Wankhede Stadium,2015-05-10,2015
8,Karn Sharma,4.0,51,0,0.0,CSK,Chidambaram,2015-04-11,2015
9,Yuzvendra Chahal,4.0,51,2,12.0,MI,Wankhede Stadium,2015-05-10,2015
10,Hardik Pandya,3.0,51,0,0.0,RCB,Wankhede Stadium,2015-05-10,2015
11,Rishi Dhawan,4.0,50,0,0.0,MI,Wankhede Stadium,2015-04-12,2015
12,Varun Aaron,4.0,50,0,0.0,MI,M. Chinnaswamy Stadium,2015-04-19,2015
13,Andre Russell,4.0,50,1,24.0,PBKS,Eden Gardens,2015-05-09,2015
14,Axar Patel,4.0,50,1,24.0,RCB,M. Chinnaswamy Stadium,2015-05-06,2015
15,Ishant Sharma,4.0,49,0,0.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,2015-05-11,2015
16,Gurinder Sandhu,4.0,49,0,0.0,RR,Brabourne Stadium,2015-05-03,2015
17,Ravindra Jadeja,4.0,49,0,0.0,MI,Wankhede Stadium,2015-04-17,2015
18,Shakib Al Hasan,4.0,48,1,24.0,MI,Eden Gardens,2015-04-08,2015
19,Vinay Kumar,4.0,46,0,0.0,PBKS,Wankhede Stadium,2015-04-12,2015
20,Pawan Negi,4.0,46,0,0.0,MI,Wankhede Stadium,2015-05-19,2015
21,Tim Southee,4.0,46,1,24.0,MI,Narendra Modi Stadium,2015-04-14,2015
22,David Wiese,4.0,46,1,24.0,CSK,M. Chinnaswamy Stadium,2015-04-22,2015
23,Imran Tahir,4.0,46,2,12.0,KKR,Eden Gardens,2015-05-07,2015
24,Ishant Sharma,3.0,46,0,0.0,CSK,Chidambaram,2015-04-11,2015
25,Mitchell McClenaghan,3.0,46,1,18.0,CSK,Wankhede Stadium,2015-05-19,2015
26,Pawan Suyal,4.0,45,0,0.0,RR,Narendra Modi Stadium,2015-04-14,2015
27,James Faulkner,4.0,45,1,24.0,KKR,Brabourne Stadium,2015-05-16,2015
28,Trent Boult,4.0,45,1,24.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,2015-05-11,2015
29,Ashish Nehra,3.0,45,0,0.0,MI,Chidambaram,2015-05-08,2015
30,Trent Boult,4.0,44,0,0.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,2015-05-02,2015
31,Harbhajan Singh,4.0,44,2,12.0,CSK,Wankhede Stadium,2015-04-17,2015
32,Bhuvneshwar Kumar,4.0,44,3,8.0,RR,Brabourne Stadium,2015-05-07,2015
33,Shivam Sharma,3.0,44,1,18.0,RR,Narendra Modi Stadium,2015-04-21,2015
34,Karanveer Singh,4.0,43,0,0.0,CSK,Chidambaram,2015-04-25,2015
35,Karanveer Singh,4.0,43,0,0.0,RR,Maharashtra Cricket Association's International Stadium,2015-04-10,2015
36,Mitchell Johnson,4.0,43,0,0.0,RCB,M. Chinnaswamy Stadium,2015-05-06,2015
37,Mohit Sharma,4.0,43,1,24.0,MI,Wankhede Stadium,2015-04-17,2015
38,Mitchell McClenaghan,4.0,43,1,24.0,RCB,M. Chinnaswamy Stadium,2015-04-19,2015
39,Dwayne Bravo,4.0,43,2,12.0,RR,Chidambaram,2015-05-10,2015
40,Dhawal Kulkarni,4.0,43,2,12.0,DC,Brabourne Stadium,2015-05-03,2015
41,Imran Tahir,4.0,43,3,8.0,PBKS,Maharashtra Cricket Association's International Stadium,2015-04-15,2015
42,Nathan Coulter-Nile,4.0,42,0,0.0,RR,Arun Jaitley Stadium,2015-04-12,2015
43,James Faulkner,4.0,42,0,0.0,RCB,Maharashtra Cricket Association's International Stadium,2015-05-20,2015
44,Mitchell Johnson,4.0,42,0,0.0,DC,Maharashtra Cricket Association's International Stadium,2015-04-15,2015
45,Angelo Mathews,4.0,42,1,24.0,RR,Arun Jaitley Stadium,2015-04-12,2015
46,Chris Morris,4.0,42,1,24.0,RCB,Maharashtra Cricket Association's International Stadium,2015-05-20,2015
47,Bhuvneshwar Kumar,4.0,42,2,12.0,KKR,Eden Gardens,2015-05-04,2015
48,Amit Mishra,4.0,41,0,0.0,RR,Brabourne Stadium,2015-05-03,2015
49,Ashish Nehra,4.0,41,0,0.0,MI,Eden Gardens,2015-05-24,2015
50,Abu Nechim,4.0,41,0,0.0,SRH,M. Chinnaswamy Stadium,2015-04-13,2015
51,James Faulkner,4.0,41,0,0.0,PBKS,Narendra Modi Stadium,2015-04-21,2015
52,Mitchell Starc,4.0,41,1,24.0,MI,Wankhede Stadium,2015-05-10,2015
53,Lasith Malinga,4.0,41,1,24.0,RR,Narendra Modi Stadium,2015-04-14,2015
54,Anureet Singh,4.0,41,1,24.0,RR,Narendra Modi Stadium,2015-04-21,2015
55,Mitchell Johnson,4.0,41,1,24.0,MI,IS Bindra Stadium,2015-05-03,2015
56,Jagadeesha Suchith,4.0,41,1,24.0,PBKS,Wankhede Stadium,2015-04-12,2015
57,Sandeep Sharma,4.0,41,2,12.0,RCB,M. Chinnaswamy Stadium,2015-05-06,2015
58,Anureet Singh,4.0,41,2,12.0,MI,Wankhede Stadium,2015-04-12,2015
59,Mitchell Johnson,3.5,41,1,23.0,KKR,Maharashtra Cricket Association's International Stadium,2015-04-18,2015
60,Azhar Mahmood,3.0,41,0,0.0,RR,Brabourne Stadium,2015-05-16,2015
61,Karanveer Singh,2.0,41,0,0.0,RCB,M. Chinnaswamy Stadium,2015-05-06,2015
62,Praveen Kumar,4.0,40,0,0.0,RR,Brabourne Stadium,2015-05-07,2015
63,Mitchell Johnson,4.0,40,0,0.0,CSK,Chidambaram,2015-04-25,2015
64,Mitchell McClenaghan,4.0,40,0,0.0,RCB,Wankhede Stadium,2015-05-10,2015
65,James Faulkner,4.0,40,0,0.0,CSK,Chidambaram,2015-05-10,2015
66,Juan Theron,4.0,40,1,24.0,MI,Wankhede Stadium,2015-05-01,2015
67,Lasith Malinga,4.0,40,1,24.0,CSK,Wankhede Stadium,2015-04-17,2015
68,Umesh Yadav,4.0,40,1,24.0,SRH,ACA-VDCA Stadium,2015-04-22,2015
69,Anureet Singh,4.0,40,1,24.0,CSK,Chidambaram,2015-04-25,2015
70,Beuran Hendricks,4.0,40,2,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2015-05-11,2015
71,Yusuf Pathan,4.0,40,2,12.0,RCB,Eden Gardens,2015-04-11,2015
72,Dwayne Bravo,4.0,40,3,8.0,MI,Wankhede Stadium,2015-05-19,2015
73,Yuzvendra Chahal,4.0,40,3,8.0,CSK,M. Chinnaswamy Stadium,2015-04-22,2015
74,David Wiese,4.0,39,0,0.0,DC,M. Chinnaswamy Stadium,2015-05-17,2015
75,Ishant Sharma,4.0,39,0,0.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,2015-05-09,2015
76,Mohit Sharma,4.0,39,0,0.0,RCB,M. Chinnaswamy Stadium,2015-04-22,2015
77,Vinay Kumar,4.0,39,1,24.0,CSK,Eden Gardens,2015-05-24,2015
78,Vinay Kumar,4.0,39,1,24.0,RR,Wankhede Stadium,2015-05-01,2015
79,Jasprit Bumrah,4.0,39,1,24.0,RCB,M. Chinnaswamy Stadium,2015-04-19,2015
80,Jagadeesha Suchith,4.0,39,1,24.0,RR,Wankhede Stadium,2015-05-01,2015
81,Mitchell Johnson,4.0,39,2,12.0,SRH,IS Bindra Stadium,2015-04-27,2015
82,Andre Russell,4.0,39,2,12.0,PBKS,Maharashtra Cricket Association's International Stadium,2015-04-18,2015
83,Ashok Dinda,3.0,39,0,0.0,DC,M. Chinnaswamy Stadium,2015-05-17,2015
84,Pravin Tambe,3.0,39,0,0.0,RCB,M. Chinnaswamy Stadium,2015-04-29,2015
85,Bhuvneshwar Kumar,1.5,39,0,0.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,2015-05-15,2015
86,Chris Morris,4.0,38,0,0.0,SRH,Brabourne Stadium,2015-05-07,2015
87,Morne Morkel,4.0,38,0,0.0,RR,Brabourne Stadium,2015-05-16,2015
88,David Wiese,4.0,38,0,0.0,MI,Wankhede Stadium,2015-05-10,2015
89,Ravi Bopara,4.0,38,0,0.0,DC,ACA-VDCA Stadium,2015-04-18,2015
90,Sunil Narine,4.0,38,0,0.0,SRH,ACA-VDCA Stadium,2015-04-22,2015
91,Nathan Coulter-Nile,4.0,38,1,24.0,RR,Brabourne Stadium,2015-05-03,2015
92,Angelo Mathews,4.0,38,1,24.0,SRH,ACA-VDCA Stadium,2015-04-18,2015
93,Praveen Kumar,4.0,38,1,24.0,DC,ACA-VDCA Stadium,2015-04-18,2015
94,Sunil Narine,4.0,38,1,24.0,DC,Arun Jaitley Stadium,2015-04-20,2015
95,Mohit Sharma,4.0,38,1,24.0,MI,Eden Gardens,2015-05-24,2015
96,Harbhajan Singh,4.0,38,1,24.0,KKR,Eden Gardens,2015-04-08,2015
